Gene	Name	Type
ENSECAG00000000131	FAM124A	protein_coding
ENSECAG00000000132	MAOB	protein_coding
ENSECAG00000000133	TMEM59L	protein_coding
ENSECAG00000000134	MEGF9	protein_coding
ENSECAG00000000135	CDK5RAP2	protein_coding
ENSECAG00000000136	FERMT1	protein_coding
ENSECAG00000000138	ACVR2A	protein_coding
ENSECAG00000000139	EFCAB12	protein_coding
ENSECAG00000000140	YME1L1	protein_coding
ENSECAG00000000141	PTCH1	protein_coding
ENSECAG00000000143	SPATA4	protein_coding
ENSECAG00000000149	CNKSR2	protein_coding
ENSECAG00000000152	KITLG	protein_coding
ENSECAG00000000153	FRMPD4	protein_coding
ENSECAG00000000154	SDHAF1	protein_coding
ENSECAG00000000155	ENSECAG00000000155	processed_pseudogene
ENSECAG00000000156	MMP21	protein_coding
ENSECAG00000000157	EN1	protein_coding
ENSECAG00000000158	SPATA6	protein_coding
ENSECAG00000000159	C3H16orf78	protein_coding
ENSECAG00000000160	COX5A	protein_coding
ENSECAG00000000161	DPP10	protein_coding
ENSECAG00000000162	TRIP12	protein_coding
ENSECAG00000000164	ENSECAG00000000164	protein_coding
ENSECAG00000000166	SPHKAP	protein_coding
ENSECAG00000000170	MACROD2	protein_coding
ENSECAG00000000171	NPAS2	protein_coding
ENSECAG00000000173	SEMA7A	protein_coding
ENSECAG00000000174	SPEG	protein_coding
ENSECAG00000000176	ZDHHC4	protein_coding
ENSECAG00000000178	RUNX1T1	protein_coding
ENSECAG00000000179	SCN1B	protein_coding
ENSECAG00000000182	ENSECAG00000000182	protein_coding
ENSECAG00000000184	CREB3	protein_coding
ENSECAG00000000185	SMPD3	protein_coding
ENSECAG00000000186	DEGS1	protein_coding
ENSECAG00000000188	NMD3	protein_coding
ENSECAG00000000190	SYNE4	protein_coding
ENSECAG00000000193	SSBP3	protein_coding
ENSECAG00000000194	ZMYM5	protein_coding
ENSECAG00000000195	ENSECAG00000000195	protein_coding
ENSECAG00000000196	MMP15	protein_coding
ENSECAG00000000197	TLR3	protein_coding
ENSECAG00000000199	RGS3	protein_coding
ENSECAG00000000201	ENSECAG00000000201	protein_coding
ENSECAG00000000202	MTNR1A	protein_coding
ENSECAG00000000203	TRPA1	protein_coding
ENSECAG00000000204	TESK1	protein_coding
ENSECAG00000000205	CCDC110	protein_coding
ENSECAG00000000206	ENSECAG00000000206	protein_coding
ENSECAG00000000207	ACTA1	protein_coding
ENSECAG00000000212	DPY19L3	protein_coding
ENSECAG00000000214	IL18RAP	protein_coding
ENSECAG00000000216	PLP2	protein_coding
ENSECAG00000000217	MTSS2	protein_coding
ENSECAG00000000218	LHX4	protein_coding
ENSECAG00000000220	STK35	protein_coding
ENSECAG00000000221	ETV5	protein_coding
ENSECAG00000000224	BCS1L	protein_coding
ENSECAG00000000225	CATSPERG	protein_coding
ENSECAG00000000226	C6orf136	protein_coding
ENSECAG00000000227	HDAC6	protein_coding
ENSECAG00000000229	GNAI1	protein_coding
ENSECAG00000000231	CACNB4	protein_coding
ENSECAG00000000232	WDFY2	protein_coding
ENSECAG00000000233	TMPRSS3	protein_coding
ENSECAG00000000234	GPC6	protein_coding
ENSECAG00000000235	MTBP	protein_coding
ENSECAG00000000236	EIF3E	protein_coding
ENSECAG00000000237	DGKH	protein_coding
ENSECAG00000000238	BOK	protein_coding
ENSECAG00000000239	FNDC1	protein_coding
ENSECAG00000000240	BCHE	protein_coding
ENSECAG00000000241	ENSECAG00000000241	protein_coding
ENSECAG00000000242	AP2M1	protein_coding
ENSECAG00000000243	OCM	protein_coding
ENSECAG00000000244	ZNF423	protein_coding
ENSECAG00000000245	RAB3C	protein_coding
ENSECAG00000000246	GTF2F1	protein_coding
ENSECAG00000000248	SERTAD1	protein_coding
ENSECAG00000000250	CILP2	protein_coding
ENSECAG00000000251	ENSECAG00000000251	protein_coding
ENSECAG00000000252	THAP4	protein_coding
ENSECAG00000000253	WAS	protein_coding
ENSECAG00000000257	CNNM1	protein_coding
ENSECAG00000000258	STX11	protein_coding
ENSECAG00000000259	RTKN2	protein_coding
ENSECAG00000000260	STAU2	protein_coding
ENSECAG00000000261	IDH3B	protein_coding
ENSECAG00000000263	SLC35A2	protein_coding
ENSECAG00000000264	DCT	protein_coding
ENSECAG00000000265	CYB5B	protein_coding
ENSECAG00000000266	RYBP	protein_coding
ENSECAG00000000267	SLC5A1	protein_coding
ENSECAG00000000268	CST7	protein_coding
ENSECAG00000000269	CDC37L1	protein_coding
ENSECAG00000000270	CAGE1	protein_coding
ENSECAG00000000271	APBA1	protein_coding
ENSECAG00000000272	RTP2	protein_coding
ENSECAG00000000273	DLST	protein_coding
ENSECAG00000000274	SPAG16	protein_coding
ENSECAG00000000275	AMER2	protein_coding
ENSECAG00000000277	ENSECAG00000000277	protein_coding
ENSECAG00000000278	FCAMR	protein_coding
ENSECAG00000000279	FARS2	protein_coding
ENSECAG00000000280	BCO1	protein_coding
ENSECAG00000000281	SHCBP1	protein_coding
ENSECAG00000000282	ABCD4	protein_coding
ENSECAG00000000283	F13B	protein_coding
ENSECAG00000000284	ENSECAG00000000284	protein_coding
ENSECAG00000000286	HIRA	protein_coding
ENSECAG00000000287	RBM10	protein_coding
ENSECAG00000000288	IL1R2	protein_coding
ENSECAG00000000289	ENSECAG00000000289	protein_coding
ENSECAG00000000291	PLCG2	protein_coding
ENSECAG00000000292	THSD7A	protein_coding
ENSECAG00000000293	MYO3B	protein_coding
ENSECAG00000000294	ZMYM3	protein_coding
ENSECAG00000000295	MRE11	protein_coding
ENSECAG00000000296	LAMC3	protein_coding
ENSECAG00000000297	BPIFA2	protein_coding
ENSECAG00000000298	DENND4C	protein_coding
ENSECAG00000000299	LRRC8E	protein_coding
ENSECAG00000000300	ARL3	protein_coding
ENSECAG00000000301	ZNF341	protein_coding
ENSECAG00000000302	PMM1	protein_coding
ENSECAG00000000303	SLC2A1	protein_coding
ENSECAG00000000306	GLRX3	protein_coding
ENSECAG00000000307	BACH1	protein_coding
ENSECAG00000000308	RICTOR	protein_coding
ENSECAG00000000310	DGKB	protein_coding
ENSECAG00000000311	EIF4ENIF1	protein_coding
ENSECAG00000000313	ECI2	protein_coding
ENSECAG00000000314	SART3	protein_coding
ENSECAG00000000317	KCNH5	protein_coding
ENSECAG00000000319	SRP14	protein_coding
ENSECAG00000000320	TUSC3	protein_coding
ENSECAG00000000323	ABCA10	protein_coding
ENSECAG00000000324	RASEF	protein_coding
ENSECAG00000000326	FAM131A	protein_coding
ENSECAG00000000327	RNF181	protein_coding
ENSECAG00000000329	C20H6orf62	protein_coding
ENSECAG00000000330	TEX33	protein_coding
ENSECAG00000000331	KDM1B	protein_coding
ENSECAG00000000332	EIF2B2	protein_coding
ENSECAG00000000336	COMP	protein_coding
ENSECAG00000000339	ENSECAG00000000339	protein_coding
ENSECAG00000000340	CNTN5	protein_coding
ENSECAG00000000343	HACD4	protein_coding
ENSECAG00000000344	PON1	protein_coding
ENSECAG00000000345	ZNF112	protein_coding
ENSECAG00000000346	EDRF1	protein_coding
ENSECAG00000000348	EIF2AK4	protein_coding
ENSECAG00000000350	COQ4	pseudogene
ENSECAG00000000352	IKBKE	protein_coding
ENSECAG00000000353	HPSE2	protein_coding
ENSECAG00000000354	PLK2	protein_coding
ENSECAG00000000356	MPP5	protein_coding
ENSECAG00000000357	DOCK10	protein_coding
ENSECAG00000000359	MARK4	protein_coding
ENSECAG00000000360	RGS18	protein_coding
ENSECAG00000000361	HEATR3	protein_coding
ENSECAG00000000362	STXBP5	protein_coding
ENSECAG00000000364	PIN4	protein_coding
ENSECAG00000000365	PCNX4	protein_coding
ENSECAG00000000366	HEXD	protein_coding
ENSECAG00000000367	RFC2	protein_coding
ENSECAG00000000369	CERS4	protein_coding
ENSECAG00000000370	RPS11	protein_coding
ENSECAG00000000371	KRCC1	protein_coding
ENSECAG00000000372	ARL1	protein_coding
ENSECAG00000000373	LOXL3	protein_coding
ENSECAG00000000374	PLEKHG7	protein_coding
ENSECAG00000000375	SNU13	protein_coding
ENSECAG00000000376	LYSMD4	protein_coding
ENSECAG00000000377	BRIX1	protein_coding
ENSECAG00000000378	PABPN1L	protein_coding
ENSECAG00000000381	DMXL2	protein_coding
ENSECAG00000000382	CLEC2B	protein_coding
ENSECAG00000000383	TOP1	protein_coding
ENSECAG00000000384	ERP29	protein_coding
ENSECAG00000000385	GPA33	protein_coding
ENSECAG00000000386	LRRC23	protein_coding
ENSECAG00000000387	FGL2	protein_coding
ENSECAG00000000390	ZNF250	protein_coding
ENSECAG00000000391	CLBA1	protein_coding
ENSECAG00000000392	DCAF1	protein_coding
ENSECAG00000000393	HPS1	protein_coding
ENSECAG00000000395	RAPGEF5	protein_coding
ENSECAG00000000396	ICAM2	protein_coding
ENSECAG00000000397	SDHA	protein_coding
ENSECAG00000000398	PITRM1	protein_coding
ENSECAG00000000399	ATXN7L1	protein_coding
ENSECAG00000000400	JAML	protein_coding
ENSECAG00000000401	ENSECAG00000000401	protein_coding
ENSECAG00000000402	NDUFS7	protein_coding
ENSECAG00000000403	ENSECAG00000000403	protein_coding
ENSECAG00000000404	FKBP9	protein_coding
ENSECAG00000000406	ILRUN	protein_coding
ENSECAG00000000407	MTMR6	protein_coding
ENSECAG00000000408	ENSECAG00000000408	protein_coding
ENSECAG00000000409	KCTD6	protein_coding
ENSECAG00000000410	GLT8D1	protein_coding
ENSECAG00000000411	MCFD2	protein_coding
ENSECAG00000000412	SMIM19	protein_coding
ENSECAG00000000413	DCAF6	protein_coding
ENSECAG00000000414	SLC2A2	protein_coding
ENSECAG00000000416	TGM7	protein_coding
ENSECAG00000000417	VWA2	protein_coding
ENSECAG00000000418	APOA5	protein_coding
ENSECAG00000000419	ENSECAG00000000419	protein_coding
ENSECAG00000000420	BANP	protein_coding
ENSECAG00000000421	GON7	protein_coding
ENSECAG00000000423	USP16	protein_coding
ENSECAG00000000424	SDHAF3	protein_coding
ENSECAG00000000426	CENPL	protein_coding
ENSECAG00000000428	CMPK1	protein_coding
ENSECAG00000000430	ACE2	protein_coding
ENSECAG00000000431	KCNH1	protein_coding
ENSECAG00000000432	CTF1	protein_coding
ENSECAG00000000435	LRP2	protein_coding
ENSECAG00000000436	ENSECAG00000000436	protein_coding
ENSECAG00000000437	MBTPS2	protein_coding
ENSECAG00000000438	VDAC3	protein_coding
ENSECAG00000000440	TMEM8B	protein_coding
ENSECAG00000000442	DBNDD2	protein_coding
ENSECAG00000000445	GML	protein_coding
ENSECAG00000000446	DZIP3	protein_coding
ENSECAG00000000449	NIT1	protein_coding
ENSECAG00000000451	HOXA2	protein_coding
ENSECAG00000000452	DLX2	protein_coding
ENSECAG00000000453	GCFC2	protein_coding
ENSECAG00000000454	ENSECAG00000000454	protein_coding
ENSECAG00000000455	CEP19	protein_coding
ENSECAG00000000458	LTBR	protein_coding
ENSECAG00000000460	FAM185A	protein_coding
ENSECAG00000000461	HOXA5	protein_coding
ENSECAG00000000462	ZC3H12C	protein_coding
ENSECAG00000000463	DOLPP1	protein_coding
ENSECAG00000000464	ENSECAG00000000464	protein_coding
ENSECAG00000000465	PTPN6	protein_coding
ENSECAG00000000466	ELL	protein_coding
ENSECAG00000000467	TRMU	protein_coding
ENSECAG00000000469	MINDY3	protein_coding
ENSECAG00000000470	NRROS	protein_coding
ENSECAG00000000471	KIFBP	protein_coding
ENSECAG00000000473	ATAD1	protein_coding
ENSECAG00000000474	GABARAPL2	protein_coding
ENSECAG00000000475	DNAH1	protein_coding
ENSECAG00000000477	ENSECAG00000000477	protein_coding
ENSECAG00000000478	CA5B	protein_coding
ENSECAG00000000479	SETD3	protein_coding
ENSECAG00000000480	ABI3BP	protein_coding
ENSECAG00000000481	USP51	protein_coding
ENSECAG00000000482	BCL7C	protein_coding
ENSECAG00000000484	PPARA	protein_coding
ENSECAG00000000485	ENSECAG00000000485	protein_coding
ENSECAG00000000487	SYNM	protein_coding
ENSECAG00000000488	CBY2	protein_coding
ENSECAG00000000489	GNAI2	protein_coding
ENSECAG00000000493	SLC26A8	protein_coding
ENSECAG00000000495	SLIT3	protein_coding
ENSECAG00000000496	PRR14	protein_coding
ENSECAG00000000497	THOC7	protein_coding
ENSECAG00000000500	IFI6	protein_coding
ENSECAG00000000501	UNC5CL	protein_coding
ENSECAG00000000502	ENSECAG00000000502	protein_coding
ENSECAG00000000505	ENSECAG00000000505	protein_coding
ENSECAG00000000506	TSTD1	protein_coding
ENSECAG00000000508	ENSECAG00000000508	protein_coding
ENSECAG00000000509	G6PC1	protein_coding
ENSECAG00000000511	CFL2	protein_coding
ENSECAG00000000512	LBH	protein_coding
ENSECAG00000000513	PRELID3B	protein_coding
ENSECAG00000000514	VSIG2	protein_coding
ENSECAG00000000515	SLC34A3	pseudogene
ENSECAG00000000516	CHPF	protein_coding
ENSECAG00000000517	HTRA2	protein_coding
ENSECAG00000000518	ARID1B	protein_coding
ENSECAG00000000519	RAB44	protein_coding
ENSECAG00000000520	STK17B	protein_coding
ENSECAG00000000522	KCNK16	protein_coding
ENSECAG00000000525	SLC39A12	protein_coding
ENSECAG00000000526	DHX38	protein_coding
ENSECAG00000000527	SLC4A1	protein_coding
ENSECAG00000000529	MAP1S	protein_coding
ENSECAG00000000530	EPHA5	protein_coding
ENSECAG00000000532	EPS8L1	protein_coding
ENSECAG00000000535	BPIFB6	protein_coding
ENSECAG00000000536	SEC23IP	protein_coding
ENSECAG00000000538	ZNF385B	protein_coding
ENSECAG00000000539	DDX6	protein_coding
ENSECAG00000000540	CCDC174	protein_coding
ENSECAG00000000541	PTCH2	protein_coding
ENSECAG00000000544	HECW2	protein_coding
ENSECAG00000000545	RUVBL1	protein_coding
ENSECAG00000000547	TM9SF4	protein_coding
ENSECAG00000000548	ENSECAG00000000548	protein_coding
ENSECAG00000000550	TDRD3	protein_coding
ENSECAG00000000551	PAX5	protein_coding
ENSECAG00000000552	TRIM58	protein_coding
ENSECAG00000000554	KPNA7	protein_coding
ENSECAG00000000555	PBRM1	protein_coding
ENSECAG00000000556	POLR2D	protein_coding
ENSECAG00000000557	RPUSD4	protein_coding
ENSECAG00000000558	KIF5B	protein_coding
ENSECAG00000000559	SLC5A11	protein_coding
ENSECAG00000000562	ZDHHC8	protein_coding
ENSECAG00000000565	NSMAF	protein_coding
ENSECAG00000000566	RBM43	protein_coding
ENSECAG00000000567	NIPA1	protein_coding
ENSECAG00000000568	TMEM68	protein_coding
ENSECAG00000000572	FOXP4	protein_coding
ENSECAG00000000574	NIPAL4	protein_coding
ENSECAG00000000575	HOXA6	protein_coding
ENSECAG00000000576	FBXL15	protein_coding
ENSECAG00000000577	DAD1	protein_coding
ENSECAG00000000578	NIN	protein_coding
ENSECAG00000000579	ADAMTS17	protein_coding
ENSECAG00000000580	GBA2	protein_coding
ENSECAG00000000583	C4H7orf57	protein_coding
ENSECAG00000000584	COX7A2L	protein_coding
ENSECAG00000000586	KIFC2	protein_coding
ENSECAG00000000587	PRRG3	protein_coding
ENSECAG00000000588	SEMA6C	protein_coding
ENSECAG00000000589	HMGCS2	protein_coding
ENSECAG00000000590	MRPL45	protein_coding
ENSECAG00000000591	TRAF3IP2	protein_coding
ENSECAG00000000592	SS18L2	protein_coding
ENSECAG00000000593	PTN	protein_coding
ENSECAG00000000594	ENSECAG00000000594	protein_coding
ENSECAG00000000595	SLC30A9	protein_coding
ENSECAG00000000596	KIF13A	protein_coding
ENSECAG00000000597	MEI1	protein_coding
ENSECAG00000000598	C10H19orf18	protein_coding
ENSECAG00000000599	PCDH7	protein_coding
ENSECAG00000000602	ENSECAG00000000602	protein_coding
ENSECAG00000000603	DHODH	protein_coding
ENSECAG00000000604	ENSECAG00000000604	protein_coding
ENSECAG00000000605	SEC22C	protein_coding
ENSECAG00000000607	TRIB3	protein_coding
ENSECAG00000000608	CAPRIN2	protein_coding
ENSECAG00000000612	ENSECAG00000000612	protein_coding
ENSECAG00000000614	SNX27	protein_coding
ENSECAG00000000616	BARX2	protein_coding
ENSECAG00000000619	ENSECAG00000000619	protein_coding
ENSECAG00000000620	ENSECAG00000000620	protein_coding
ENSECAG00000000621	HSF1	protein_coding
ENSECAG00000000622	CDK18	protein_coding
ENSECAG00000000623	TCF3	protein_coding
ENSECAG00000000624	PTPN2	protein_coding
ENSECAG00000000625	LRCH2	protein_coding
ENSECAG00000000626	PDPK1	protein_coding
ENSECAG00000000627	PDZRN4	protein_coding
ENSECAG00000000628	ENSECAG00000000628	protein_coding
ENSECAG00000000631	TPP2	protein_coding
ENSECAG00000000632	ANO10	protein_coding
ENSECAG00000000633	ZWINT	protein_coding
ENSECAG00000000634	SMPDL3B	protein_coding
ENSECAG00000000637	CACNB1	protein_coding
ENSECAG00000000638	SEL1L3	protein_coding
ENSECAG00000000639	PLXNB3	protein_coding
ENSECAG00000000641	PLAGL1	protein_coding
ENSECAG00000000642	SFPQ	protein_coding
ENSECAG00000000643	ABCB7	protein_coding
ENSECAG00000000644	MAP7D3	protein_coding
ENSECAG00000000645	NR2C1	protein_coding
ENSECAG00000000647	ENSECAG00000000647	protein_coding
ENSECAG00000000648	LCORL	protein_coding
ENSECAG00000000649	HTR1B	protein_coding
ENSECAG00000000650	NPL	protein_coding
ENSECAG00000000651	SPINK5	protein_coding
ENSECAG00000000655	BPGM	protein_coding
ENSECAG00000000657	CDCP2	protein_coding
ENSECAG00000000658	GPNMB	protein_coding
ENSECAG00000000659	CHRNB4	protein_coding
ENSECAG00000000660	PROK2	protein_coding
ENSECAG00000000661	ENSECAG00000000661	protein_coding
ENSECAG00000000662	HMGCLL1	protein_coding
ENSECAG00000000663	ENSECAG00000000663	pseudogene
ENSECAG00000000665	TBC1D17	protein_coding
ENSECAG00000000666	CEP126	protein_coding
ENSECAG00000000671	LRRC27	protein_coding
ENSECAG00000000675	RMND5B	protein_coding
ENSECAG00000000678	NFYC	protein_coding
ENSECAG00000000679	PDX1	protein_coding
ENSECAG00000000680	ENSECAG00000000680	protein_coding
ENSECAG00000000681	ENSECAG00000000681	protein_coding
ENSECAG00000000682	NDUFB5	protein_coding
ENSECAG00000000683	ENSECAG00000000683	protein_coding
ENSECAG00000000684	KDM8	protein_coding
ENSECAG00000000685	B2M	protein_coding
ENSECAG00000000686	LAPTM5	protein_coding
ENSECAG00000000689	PPP4R2	protein_coding
ENSECAG00000000690	MLH1	protein_coding
ENSECAG00000000691	WDR33	protein_coding
ENSECAG00000000693	VXN	protein_coding
ENSECAG00000000696	RSPH9	protein_coding
ENSECAG00000000697	BLVRB	protein_coding
ENSECAG00000000699	SLC6A1	protein_coding
ENSECAG00000000700	EPRS1	protein_coding
ENSECAG00000000701	FN1	protein_coding
ENSECAG00000000702	FATE1	protein_coding
ENSECAG00000000703	OXSM	protein_coding
ENSECAG00000000705	MARCHF10	protein_coding
ENSECAG00000000706	MEGF11	protein_coding
ENSECAG00000000708	SARNP	protein_coding
ENSECAG00000000709	ENSECAG00000000709	protein_coding
ENSECAG00000000710	TMEM151B	protein_coding
ENSECAG00000000711	COIL	protein_coding
ENSECAG00000000712	SLIRP	protein_coding
ENSECAG00000000713	MDM1	protein_coding
ENSECAG00000000714	CALHM4	protein_coding
ENSECAG00000000715	LPXN	protein_coding
ENSECAG00000000716	RAB11B	protein_coding
ENSECAG00000000718	TAF15	protein_coding
ENSECAG00000000719	CA6	protein_coding
ENSECAG00000000721	MYCBPAP	protein_coding
ENSECAG00000000722	BTBD3	protein_coding
ENSECAG00000000723	MMAB	protein_coding
ENSECAG00000000725	ZMYND11	protein_coding
ENSECAG00000000726	HOXC9	protein_coding
ENSECAG00000000727	HTRA3	protein_coding
ENSECAG00000000728	PIGN	protein_coding
ENSECAG00000000730	S100A16	protein_coding
ENSECAG00000000731	C1H10orf82	protein_coding
ENSECAG00000000733	C8H18orf21	protein_coding
ENSECAG00000000734	HMGA1	protein_coding
ENSECAG00000000735	MKNK1	protein_coding
ENSECAG00000000737	PRKAR1A	protein_coding
ENSECAG00000000738	CWC27	protein_coding
ENSECAG00000000740	ENSECAG00000000740	protein_coding
ENSECAG00000000743	PRUNE1	protein_coding
ENSECAG00000000744	TBC1D2	protein_coding
ENSECAG00000000746	KIF3C	protein_coding
ENSECAG00000000748	CLRN1	protein_coding
ENSECAG00000000749	DLD	protein_coding
ENSECAG00000000751	NEDD4L	protein_coding
ENSECAG00000000752	EHF	protein_coding
ENSECAG00000000753	TTC17	protein_coding
ENSECAG00000000755	SACS	protein_coding
ENSECAG00000000758	CAPN11	protein_coding
ENSECAG00000000759	RPRD1A	protein_coding
ENSECAG00000000762	DDI2	protein_coding
ENSECAG00000000763	CSRNP1	protein_coding
ENSECAG00000000764	DNAI3	protein_coding
ENSECAG00000000767	SLC4A7	protein_coding
ENSECAG00000000769	MS4A13	protein_coding
ENSECAG00000000770	SLC35C1	protein_coding
ENSECAG00000000771	TP73	protein_coding
ENSECAG00000000773	GGT7	protein_coding
ENSECAG00000000774	ENSECAG00000000774	protein_coding
ENSECAG00000000775	ENSECAG00000000775	protein_coding
ENSECAG00000000778	ENSECAG00000000778	protein_coding
ENSECAG00000000779	SERPINB12	protein_coding
ENSECAG00000000780	KCTD3	protein_coding
ENSECAG00000000781	ANKLE1	protein_coding
ENSECAG00000000782	HNRNPA2B1	protein_coding
ENSECAG00000000783	STYXL2	protein_coding
ENSECAG00000000784	ESRP1	protein_coding
ENSECAG00000000787	ADAMTS16	protein_coding
ENSECAG00000000788	MS4A8	protein_coding
ENSECAG00000000789	SH3BP5L	protein_coding
ENSECAG00000000790	CXCL17	protein_coding
ENSECAG00000000791	DMTN	protein_coding
ENSECAG00000000792	LUC7L	protein_coding
ENSECAG00000000794	EMB	protein_coding
ENSECAG00000000795	ADHFE1	protein_coding
ENSECAG00000000796	CETN2	protein_coding
ENSECAG00000000797	SUN2	protein_coding
ENSECAG00000000799	ENSECAG00000000799	protein_coding
ENSECAG00000000800	ENSECAG00000000800	protein_coding
ENSECAG00000000803	ENSECAG00000000803	protein_coding
ENSECAG00000000808	DYNLT5	protein_coding
ENSECAG00000000809	QARS1	protein_coding
ENSECAG00000000811	TIMM10B	protein_coding
ENSECAG00000000813	SCN5A	protein_coding
ENSECAG00000000815	GRK1	protein_coding
ENSECAG00000000816	AMPD3	protein_coding
ENSECAG00000000817	NAP1L4	protein_coding
ENSECAG00000000820	ENSECAG00000000820	protein_coding
ENSECAG00000000822	OR52W1	protein_coding
ENSECAG00000000823	ATG4C	protein_coding
ENSECAG00000000825	ENSECAG00000000825	protein_coding
ENSECAG00000000827	TEX44	protein_coding
ENSECAG00000000831	ENSECAG00000000831	protein_coding
ENSECAG00000000834	LARP7	protein_coding
ENSECAG00000000835	CCDC152	protein_coding
ENSECAG00000000836	FES	protein_coding
ENSECAG00000000840	NPPC	protein_coding
ENSECAG00000000841	HSPA1L	protein_coding
ENSECAG00000000843	FOXC2	protein_coding
ENSECAG00000000847	SLC16A9	protein_coding
ENSECAG00000000851	ENSECAG00000000851	protein_coding
ENSECAG00000000852	SGIP1	protein_coding
ENSECAG00000000855	TRIM23	protein_coding
ENSECAG00000000857	CAVIN3	protein_coding
ENSECAG00000000859	HEXIM1	protein_coding
ENSECAG00000000860	CSF1R	protein_coding
ENSECAG00000000861	CHCHD3	protein_coding
ENSECAG00000000862	HS3ST6	protein_coding
ENSECAG00000000863	SULT1B1	protein_coding
ENSECAG00000000864	C13H16orf71	protein_coding
ENSECAG00000000866	P19	protein_coding
ENSECAG00000000869	RPL26L1	protein_coding
ENSECAG00000000870	ENSECAG00000000870	protein_coding
