Gene	Name	Type	Chr	Strand	Start	End
ENSG00000142606	MMEL1	protein_coding	1	-	2590639	2633016
ENSG00000225931	ENSG00000225931	TEC	1	+	2566410	2569888
ENSG00000171729	TMEM51	protein_coding	1	+	15152532	15220478
ENSG00000279457	WASH9P	unprocessed_pseudogene	1	-	185217	195411
ENSG00000229393	ENSG00000229393	lncRNA	1	-	2493437	2494479
ENSG00000037637	FBXO42	protein_coding	1	-	16246840	16352480
ENSG00000287586	ENSG00000287586	lncRNA	1	-	4730211	4734992
ENSG00000159423	ALDH4A1	protein_coding	1	-	18871430	18902724
ENSG00000227169	ENSG00000227169	lncRNA	1	-	4551735	4552145
ENSG00000283356	ENSG00000283356	unprocessed_pseudogene	1	+	5554747	5554881
ENSG00000157916	RER1	protein_coding	1	+	2391775	2405442
ENSG00000157881	PANK4	protein_coding	1	-	2508537	2526597
ENSG00000238290	ERRFI1-DT	lncRNA	1	+	8026738	8122702
ENSG00000225387	ENSG00000225387	lncRNA	1	+	18385829	18388514
ENSG00000048707	VPS13D	protein_coding	1	+	12230030	12512047
ENSG00000225196	RPL10P17	processed_pseudogene	1	-	12220794	12221109
ENSG00000162444	RBP7	protein_coding	1	+	9997206	10016021
ENSG00000279625	ENSG00000279625	TEC	1	-	22364630	22366482
ENSG00000180758	GPR157	protein_coding	1	-	9100305	9129102
ENSG00000184677	ZBTB40	protein_coding	1	+	22428838	22531157
ENSG00000288398	ENSG00000288398	lncRNA	1	-	16228674	16231335
ENSG00000224621	ENSG00000224621	lncRNA	1	+	16159266	16161883
ENSG00000285833	ENSG00000285833	lncRNA	1	-	11500803	11502016
ENSG00000131697	NPHP4	protein_coding	1	-	5862811	5992473
ENSG00000284692	ENSG00000284692	lncRNA	1	-	5478736	5493057
ENSG00000284745	ENSG00000284745	lncRNA	1	-	2960658	2968707
ENSG00000280222	ENSG00000280222	TEC	1	+	18109389	18115861
ENSG00000285945	ENSG00000285945	lncRNA	1	+	2768091	2784733
ENSG00000197921	HES5	protein_coding	1	-	2528745	2530263
ENSG00000233755	ENSG00000233755	lncRNA	1	-	25043707	25113120
ENSG00000233929	MT1XP1	processed_pseudogene	1	-	16241213	16241398
ENSG00000234166	ARHGEF19-AS1	lncRNA	1	+	16197854	16198357
ENSG00000235282	DYNLL1P3	processed_pseudogene	1	+	18513118	18513383
ENSG00000055070	SZRD1	protein_coding	1	+	16352575	16398145
ENSG00000230035	IGSF21-AS1	lncRNA	1	-	18166929	18179346
ENSG00000225643	ENSG00000225643	lncRNA	1	+	25581478	25590356
ENSG00000284666	ENSG00000284666	lncRNA	1	-	5480787	5482028
ENSG00000228943	ENSG00000228943	processed_pseudogene	1	+	28109739	28110298
ENSG00000234397	PPIAP34	processed_pseudogene	1	-	22322840	22323331
ENSG00000204138	PHACTR4	protein_coding	1	+	28369582	28500364
ENSG00000233419	IFITM3P7	processed_pseudogene	1	-	25125053	25125454
ENSG00000235263	ENSG00000235263	lncRNA	1	-	9501092	9503471
ENSG00000228176	ENSG00000228176	lncRNA	1	-	29708851	29709547
ENSG00000225011	ENSG00000225011	unprocessed_pseudogene	1	-	29488193	29496893
ENSG00000235069	ENSG00000235069	processed_pseudogene	1	+	26647447	26647681
ENSG00000284676	ENSG00000284676	lncRNA	1	+	29755175	29790597
ENSG00000237058	MMEL1-AS1	lncRNA	1	+	2632568	2636620
ENSG00000090020	SLC9A1	protein_coding	1	-	27098809	27166981
ENSG00000157978	LDLRAP1	protein_coding	1	+	25543606	25568886
ENSG00000158006	PAFAH2	protein_coding	1	-	25959767	25998117
ENSG00000214812	ARL8BP2	processed_pseudogene	1	-	28120449	28121321
ENSG00000196581	AJAP1	protein_coding	1	+	4654609	4792534
ENSG00000169403	PTAFR	protein_coding	1	-	28147166	28193936
ENSG00000171612	SLC25A33	protein_coding	1	+	9539465	9585173
ENSG00000270927	ENSG00000270927	processed_pseudogene	1	-	29904865	29905357
ENSG00000188910	GJB3	protein_coding	1	+	34781214	34786369
ENSG00000230523	LINC01756	lncRNA	1	-	29329620	29350114
ENSG00000158161	EYA3	protein_coding	1	-	27970344	28088637
ENSG00000142627	EPHA2	protein_coding	1	-	16124337	16156069
ENSG00000284668	LINC02780	lncRNA	1	+	3976133	4012704
ENSG00000233234	ENSG00000233234	lncRNA	1	-	2811850	2812692
ENSG00000142632	ARHGEF19	protein_coding	1	-	16197854	16212652
ENSG00000234593	KAZN-AS1	lncRNA	1	-	14338825	14419973
ENSG00000189337	KAZN	protein_coding	1	+	13892792	15118043
ENSG00000225478	ENSG00000225478	processed_pseudogene	1	+	18595414	18595636
ENSG00000028137	TNFRSF1B	protein_coding	1	+	12166991	12209228
ENSG00000204464	TMEM51-AS2	lncRNA	1	-	15164344	15171317
ENSG00000283259	ENSG00000283259	lncRNA	1	+	2773603	2776473
ENSG00000130939	UBE4B	protein_coding	1	+	10032832	10181239
ENSG00000175147	TMEM51-AS1	lncRNA	1	-	15111815	15153618
ENSG00000127472	PLA2G5	protein_coding	1	+	20028179	20091911
ENSG00000060656	PTPRU	protein_coding	1	+	29236516	29326813
ENSG00000163867	ZMYM6	protein_coding	1	-	34986165	35031945
ENSG00000230214	FTLP18	processed_pseudogene	1	+	36630335	36630857
ENSG00000189280	GJB5	protein_coding	1	+	34755047	34758512
ENSG00000134698	AGO4	protein_coding	1	+	35808016	35857890
ENSG00000272420	ENSG00000272420	lncRNA	1	-	2363061	2363628
ENSG00000132881	CPLANE2	protein_coding	1	-	16231692	16237183
ENSG00000273274	ZBTB8B	protein_coding	1	+	32465072	32496686
ENSG00000236648	LINC02810	lncRNA	1	+	17717625	17749978
ENSG00000232273	FTH1P1	processed_pseudogene	1	+	37544763	37545294
ENSG00000009709	PAX7	protein_coding	1	+	18630846	18748866
ENSG00000287396	ENSG00000287396	lncRNA	1	+	2814056	2817767
ENSG00000130940	CASZ1	protein_coding	1	-	10636604	10796650
ENSG00000163879	DNALI1	protein_coding	1	+	37556919	37566857
ENSG00000227527	ENSG00000227527	lncRNA	1	-	42335386	42338376
ENSG00000116954	RRAGC	protein_coding	1	-	38838198	38859772
ENSG00000228589	SPCS2P4	processed_pseudogene	1	-	28095742	28096422
ENSG00000163873	GRIK3	protein_coding	1	-	36795527	37034515
ENSG00000117215	PLA2G2D	protein_coding	1	-	20111939	20119566
ENSG00000230163	ENSG00000230163	lncRNA	1	+	34850694	34851555
ENSG00000227538	HNRNPFP1	processed_pseudogene	1	+	42040597	42041729
ENSG00000044012	GUCA2B	protein_coding	1	+	42153410	42155820
ENSG00000179051	RCC2	protein_coding	1	-	17406760	17439677
ENSG00000215895	HSPA5P1	processed_pseudogene	1	+	38708931	38710890
ENSG00000284650	ENSG00000284650	lncRNA	1	+	37133489	37136146
ENSG00000236948	ENSG00000236948	lncRNA	1	-	5561709	5668295
ENSG00000126067	PSMB2	protein_coding	1	-	35599541	35641526
ENSG00000274944	ENSG00000274944	protein_coding	1	-	38864501	38881617
ENSG00000272078	ENSG00000272078	lncRNA	1	+	10639241	10654333
ENSG00000230451	RPS29P6	processed_pseudogene	1	+	37330852	37330996
ENSG00000231606	ENSG00000231606	lncRNA	1	-	14221887	14304445
ENSG00000284632	ENSG00000284632	lncRNA	1	-	38754216	38815979
ENSG00000054118	THRAP3	protein_coding	1	+	36224432	36305357
ENSG00000254553	ENSG00000254553	protein_coding	1	+	32465057	32600792
ENSG00000284653	ENSG00000284653	lncRNA	1	+	18015712	18045612
ENSG00000237749	RPS27P9	processed_pseudogene	1	+	37556247	37556499
ENSG00000276747	PADI6	protein_coding	1	+	17372196	17401699
ENSG00000284705	ENSG00000284705	lncRNA	1	+	36703953	36710582
ENSG00000228776	ENSG00000228776	processed_pseudogene	1	+	42140635	42141391
ENSG00000159339	PADI4	protein_coding	1	+	17308195	17364004
ENSG00000261781	LINC01654	lncRNA	1	+	18065657	18074412
ENSG00000284743	ENSG00000284743	lncRNA	1	-	20478779	20480397
ENSG00000158315	RHBDL2	protein_coding	1	-	38885807	38941830
ENSG00000186973	CFAP144	protein_coding	1	+	43145153	43156396
ENSG00000146463	ZMYM4	protein_coding	1	+	35268709	35422058
ENSG00000271741	ENSG00000271741	protein_coding	1	-	34981533	35031741
ENSG00000142686	C1orf216	protein_coding	1	-	35713877	35718894
ENSG00000224751	SHMT1P1	processed_pseudogene	1	-	43850300	43851611
ENSG00000117148	ACTL8	protein_coding	1	+	17755333	17827063
ENSG00000230585	PHB1P12	processed_pseudogene	1	+	50780340	50781150
ENSG00000117000	RLF	protein_coding	1	+	40161387	40240921
ENSG00000284989	ENSG00000284989	protein_coding	1	+	43650149	43931014
ENSG00000231630	ENSG00000231630	lncRNA	1	-	2814432	2814998
ENSG00000092853	CLSPN	protein_coding	1	-	35720218	35769978
ENSG00000255811	ENSG00000255811	lncRNA	1	-	34761426	34788097
ENSG00000134697	GNL2	protein_coding	1	-	37566816	37595937
ENSG00000187513	GJA4	protein_coding	1	+	34792999	34795747
ENSG00000230138	LINC02812	lncRNA	1	-	53366656	53368245
ENSG00000223390	ENSG00000223390	lncRNA	1	+	52033391	52044279
ENSG00000284720	ENSG00000284720	lncRNA	1	-	36768122	36769725
ENSG00000225671	FCF1P6	processed_pseudogene	1	-	50405430	50406024
ENSG00000116151	MORN1	protein_coding	1	-	2321253	2391707
ENSG00000006555	TTC22	protein_coding	1	-	54779712	54801323
ENSG00000236111	RPL6P1	processed_pseudogene	1	+	45781277	45781957
ENSG00000066056	TIE1	protein_coding	1	+	43300982	43323108
ENSG00000214114	MYCBP	protein_coding	1	-	38862493	38873368
ENSG00000116544	DLGAP3	protein_coding	1	-	34865436	34929650
ENSG00000231900	GOT2P1	processed_pseudogene	1	+	55367466	55368774
ENSG00000236723	ENSG00000236723	lncRNA	1	-	53209783	53213775
ENSG00000232467	TMA16P2	processed_pseudogene	1	-	45846994	45847594
ENSG00000117016	RIMS3	protein_coding	1	-	40620680	40665682
ENSG00000169213	RAB3B	protein_coding	1	-	51907956	51990700
ENSG00000163866	SMIM12	protein_coding	1	-	34712737	34859755
ENSG00000237130	MRPS6P2	processed_pseudogene	1	+	50846468	50846837
ENSG00000232335	ENSG00000232335	lncRNA	1	+	35739389	35743576
ENSG00000260971	ENSG00000260971	lncRNA	1	-	56154545	56477687
ENSG00000284696	LINC02808	lncRNA	1	-	50229662	50321192
ENSG00000238242	LINC02778	lncRNA	1	+	60114875	60149784
ENSG00000285839	ENSG00000285839	protein_coding	1	-	52020153	52033350
ENSG00000232762	ENSG00000232762	lncRNA	1	+	53304536	53307462
ENSG00000162384	CZIB	protein_coding	1	-	53214099	53220634
ENSG00000162391	FAM151A	protein_coding	1	-	54609181	54623556
ENSG00000117859	OSBPL9	protein_coding	1	+	51577179	51798427
ENSG00000228121	PHB1P3	processed_pseudogene	1	+	58999676	59000494
ENSG00000253313	C1orf210	protein_coding	1	-	43281877	43285617
ENSG00000162396	PARS2	protein_coding	1	-	54756898	54764523
ENSG00000284686	ENSG00000284686	protein_coding	1	-	56173433	56524495
ENSG00000162378	ZYG11B	protein_coding	1	+	52726453	52827336
ENSG00000233079	LINC01755	lncRNA	1	+	55868254	55950119
ENSG00000259818	CZIB-DT	lncRNA	1	+	53220663	53224253
ENSG00000229444	ST3GAL3-AS1	lncRNA	1	-	43709392	43727343
ENSG00000240563	L1TD1	protein_coding	1	+	62194849	62212328
ENSG00000234318	ENSG00000234318	lncRNA	1	+	62896009	62901639
ENSG00000284773	ENSG00000284773	protein_coding	1	-	34974356	34985313
ENSG00000234481	ENSG00000234481	lncRNA	1	+	36769812	36775768
ENSG00000117862	TXNDC12	protein_coding	1	-	52020131	52055191
ENSG00000235612	ENSG00000235612	lncRNA	1	+	56145721	56155224
ENSG00000228369	TXNDC12-AS1	lncRNA	1	+	52050918	52052683
ENSG00000227485	ENSG00000227485	lncRNA	1	+	63024207	63025658
ENSG00000224609	FGGY-DT	lncRNA	1	-	59131932	59296491
ENSG00000235545	DOCK7-DT	lncRNA	1	+	62688482	62710694
ENSG00000236646	LAMTOR5P1	processed_pseudogene	1	+	62038842	62039111
ENSG00000232198	MTCO2P34	processed_pseudogene	1	-	55372710	55373316
ENSG00000238063	LINC01685	lncRNA	1	+	38474825	38516520
ENSG00000227104	PIGQP1	transcribed_unprocessed_pseudogene	1	-	55938714	55939280
ENSG00000243725	TTC4	protein_coding	1	+	54715861	54742657
ENSG00000171872	KLF17	protein_coding	1	+	44118821	44135140
ENSG00000162407	PLPP3	protein_coding	1	-	56494761	56645301
ENSG00000285079	ENSG00000285079	lncRNA	1	+	65703962	65714847
ENSG00000163877	SNIP1	protein_coding	1	-	37534449	37554293
ENSG00000228929	RPS13P2	processed_pseudogene	1	-	52772194	52772648
ENSG00000224570	ENSG00000224570	processed_pseudogene	1	-	65576129	65578380
ENSG00000224980	RPL23AP85	processed_pseudogene	1	-	56585612	56586242
ENSG00000278967	ENSG00000278967	TEC	1	+	62607766	62609584
ENSG00000157184	CPT2	protein_coding	1	+	53196792	53214197
ENSG00000198815	FOXJ3	protein_coding	1	-	42176539	42335877
ENSG00000134744	TUT4	protein_coding	1	-	52408282	52553487
ENSG00000233910	GTF2F2P2	processed_pseudogene	1	-	40593633	40594353
ENSG00000287703	ENSG00000287703	lncRNA	1	-	34640157	34685732
ENSG00000283039	KLF18	protein_coding	1	-	44137821	44141631
ENSG00000229032	ENSG00000229032	processed_pseudogene	1	+	51980473	51980814
ENSG00000229294	ENSG00000229294	lncRNA	1	-	65279456	65306521
ENSG00000234088	RPS15AP7	processed_pseudogene	1	+	62190522	62190926
ENSG00000236973	GAPDHP51	processed_pseudogene	1	-	51707138	51708137
ENSG00000277397	ENSG00000277397	unprocessed_pseudogene	1	+	53180921	53186900
ENSG00000235446	LINC02791	lncRNA	1	-	69215835	69249477
ENSG00000162385	MAGOH	protein_coding	1	-	53226900	53238518
ENSG00000234264	DEPDC1-AS1	lncRNA	1	+	68496676	68538627
ENSG00000223883	LINC01707	lncRNA	1	+	69055838	69229607
ENSG00000237227	ENSG00000237227	processed_pseudogene	1	-	62208136	62208442
ENSG00000275350	ENSG00000275350	processed_pseudogene	1	-	38383838	38384422
ENSG00000116652	DLEU2L	lncRNA	1	+	63547082	63550636
ENSG00000123080	CDKN2C	protein_coding	1	+	50960745	50974634
ENSG00000285778	ENSG00000285778	lncRNA	1	-	73787370	73915340
ENSG00000233407	ENSG00000233407	lncRNA	1	-	50206084	50223127
ENSG00000225675	LRP8-DT	lncRNA	1	+	53328233	53336509
ENSG00000237622	ELOCP18	processed_pseudogene	1	-	68375327	68375663
ENSG00000162598	C1orf87	protein_coding	1	-	59987269	60073770
ENSG00000280317	ENSG00000280317	TEC	1	-	72979014	72979314
ENSG00000162415	ZSWIM5	protein_coding	1	-	45016399	45306209
ENSG00000162600	OMA1	protein_coding	1	-	58415384	58546802
ENSG00000116704	SLC35D1	protein_coding	1	-	66999350	67054148
ENSG00000157193	LRP8	protein_coding	1	-	53242364	53328469
ENSG00000116205	TCEANC2	protein_coding	1	+	54053584	54112519
ENSG00000198841	KTI12	protein_coding	1	-	52032103	52033810
ENSG00000234204	PIGPP2	processed_pseudogene	1	+	62189131	62189953
ENSG00000233099	ENSG00000233099	lncRNA	1	-	77346046	77349585
ENSG00000233994	GDI2P2	processed_pseudogene	1	+	72274552	72275159
ENSG00000233973	LINC01360	lncRNA	1	+	73305609	73355253
ENSG00000132854	KANK4	protein_coding	1	-	62236165	62319434
ENSG00000227556	ENSG00000227556	unprocessed_pseudogene	1	-	78317157	78317263
ENSG00000162607	USP1	protein_coding	1	+	62436297	62451804
ENSG00000285954	ENSG00000285954	lncRNA	1	+	53344031	53365473
ENSG00000233333	RNFT1P2	processed_pseudogene	1	-	78170481	78171237
ENSG00000154027	AK5	protein_coding	1	+	77282019	77559966
ENSG00000234108	COX6A1P1	processed_pseudogene	1	+	80495903	80496233
ENSG00000232676	ADH5P2	processed_pseudogene	1	+	79521080	79522203
ENSG00000225167	TXNP2	processed_pseudogene	1	-	68514375	68514669
ENSG00000213579	RPL29P5	processed_pseudogene	1	+	75582099	75582555
ENSG00000137960	GIPC2	protein_coding	1	+	77979542	78138444
ENSG00000237852	ENSG00000237852	lncRNA	1	+	65486406	65494188
ENSG00000116745	RPE65	protein_coding	1	-	68428822	68449954
ENSG00000132855	ANGPTL3	protein_coding	1	+	62597520	62606313
ENSG00000285407	ENSG00000285407	lncRNA	1	+	68679202	68943452
ENSG00000270549	ENSG00000270549	processed_pseudogene	1	+	62530636	62530873
ENSG00000237163	ENSG00000237163	processed_pseudogene	1	+	62905180	62905482
ENSG00000229636	KRT8P21	processed_pseudogene	1	+	73104792	73106282
ENSG00000116675	DNAJC6	protein_coding	1	+	65248219	65415871
ENSG00000162433	AK4	protein_coding	1	+	65147549	65232145
ENSG00000213625	LEPROT	protein_coding	1	+	65420587	65436007
ENSG00000227207	RPL31P12	processed_pseudogene	1	+	72301472	72301829
ENSG00000227016	LINC02796	lncRNA	1	+	72765031	72791282
ENSG00000233664	NDUFS5P3	processed_pseudogene	1	+	52709122	52709442
ENSG00000158966	CACHD1	protein_coding	1	+	64470129	64693058
ENSG00000213703	RPL13AP9	processed_pseudogene	1	-	62641122	62641667
ENSG00000203965	EFCAB7	protein_coding	1	+	63523372	63572693
ENSG00000223479	LINC02238	lncRNA	1	+	73635216	73715214
ENSG00000233674	ENSG00000233674	processed_pseudogene	1	+	43743471	43743741
ENSG00000153898	MCOLN2	protein_coding	1	-	84925583	84997113
ENSG00000117069	ST6GALNAC5	protein_coding	1	+	76867480	77067546
ENSG00000125703	ATG4C	protein_coding	1	+	62784132	62865516
ENSG00000285041	ENSG00000285041	lncRNA	1	+	68633701	68640425
ENSG00000285808	LINC02797	lncRNA	1	+	72793104	72854475
ENSG00000229440	ENSG00000229440	processed_pseudogene	1	-	68381441	68381657
ENSG00000234144	COX6CP13	processed_pseudogene	1	-	65298755	65298980
ENSG00000277670	ENSG00000277670	unprocessed_pseudogene	1	+	80124004	80124361
ENSG00000227466	PDE4B-AS1	lncRNA	1	-	66042500	66050718
ENSG00000230498	ENSG00000230498	lncRNA	1	+	77081984	77086402
ENSG00000285782	ENSG00000285782	lncRNA	1	-	83397555	83425353
ENSG00000162618	ADGRL4	protein_coding	1	-	78889764	79282124
ENSG00000224493	ENSG00000224493	processed_pseudogene	1	+	75521562	75522231
ENSG00000131233	GJA9	protein_coding	1	-	38874069	38881587
ENSG00000272371	ENSG00000272371	lncRNA	1	+	52554818	52555273
ENSG00000287647	ENSG00000287647	lncRNA	1	-	77431314	77437604
ENSG00000229225	ENSG00000229225	lncRNA	1	-	63078081	63079031
ENSG00000225598	ENSG00000225598	lncRNA	1	-	80373364	80374621
ENSG00000286455	ENSG00000286455	lncRNA	1	+	63011197	63018614
ENSG00000225087	ENSG00000225087	lncRNA	1	-	72636547	72899240
ENSG00000230053	ENSG00000230053	processed_pseudogene	1	-	88498309	88498676
ENSG00000137941	TTLL7	protein_coding	1	-	83865024	83999150
ENSG00000224326	ENSG00000224326	lncRNA	1	-	80534978	80584363
ENSG00000286548	ENSG00000286548	lncRNA	1	-	89427533	89525472
ENSG00000066135	KDM4A	protein_coding	1	+	43650149	43705518
ENSG00000272094	ENSG00000272094	lncRNA	1	-	90860550	90862920
ENSG00000228853	NEGR1-IT1	lncRNA	1	-	71794232	71837012
ENSG00000232453	LINC02777	lncRNA	1	-	58882868	58931897
ENSG00000284895	ENSG00000284895	protein_coding	1	-	41585306	41628816
ENSG00000117174	ZNHIT6	protein_coding	1	-	85649417	85708433
ENSG00000237413	MGC27382	lncRNA	1	+	78229599	78369464
ENSG00000184313	MROH7	protein_coding	1	+	54641754	54710266
ENSG00000284645	ENSG00000284645	lncRNA	1	+	50252569	50258994
ENSG00000225446	LINC01763	lncRNA	1	+	90851122	90855253
ENSG00000288543	ENSG00000288543	lncRNA	1	+	77067920	77078482
ENSG00000122420	PTGFR	protein_coding	1	+	78303884	78540701
ENSG00000284240	LINC02801	lncRNA	1	+	87212669	87264741
ENSG00000236290	EEF1GP7	processed_pseudogene	1	+	52573114	52573816
ENSG00000143013	LMO4	protein_coding	1	+	87328880	87348923
ENSG00000226084	RPL17P6	processed_pseudogene	1	+	77129114	77129668
ENSG00000134748	PRPF38A	protein_coding	1	+	52404602	52420836
ENSG00000142892	PIGK	protein_coding	1	-	77088989	77219430
ENSG00000287743	ENSG00000287743	lncRNA	1	+	40659848	40667480
ENSG00000229332	PGBD4P8	processed_pseudogene	1	+	60097415	60097976
ENSG00000227937	MTND2P30	processed_pseudogene	1	+	81080790	81081171
ENSG00000229752	RPL7P10	processed_pseudogene	1	-	81098267	81099005
ENSG00000237505	PKN2-AS1	lncRNA	1	-	87620803	88685204
ENSG00000285462	LINC02792	lncRNA	1	+	79325008	79346445
ENSG00000233216	ENSG00000233216	processed_pseudogene	1	-	58228682	58229003
ENSG00000197273	GUCA2A	protein_coding	1	-	42162690	42164745
ENSG00000226804	ENSG00000226804	processed_pseudogene	1	-	44150594	44151753
ENSG00000230728	ENSG00000230728	lncRNA	1	-	54621477	54628438
ENSG00000232846	SLC25A6P3	processed_pseudogene	1	+	51709062	51709940
ENSG00000230787	PSAT1P3	processed_pseudogene	1	-	79054945	79056055
ENSG00000116641	DOCK7	protein_coding	1	-	62454298	62688386
ENSG00000237453	ENSG00000237453	lncRNA	1	+	54792885	54794905
ENSG00000172260	NEGR1	protein_coding	1	-	71395943	72282539
ENSG00000285473	ENSG00000285473	lncRNA	1	+	68974010	69023558
ENSG00000237959	RPL36AP10	processed_pseudogene	1	+	88577880	88578201
ENSG00000231364	LINC01712	lncRNA	1	+	83445967	83480024
ENSG00000234578	ENSG00000234578	lncRNA	1	+	53267935	53268601
ENSG00000137944	KYAT3	protein_coding	1	-	88935773	88992953
ENSG00000229505	ENSG00000229505	processed_pseudogene	1	+	86029854	86030589
ENSG00000228187	ENSG00000228187	processed_pseudogene	1	+	77194825	77195395
ENSG00000182183	SHISAL2A	protein_coding	1	+	52633168	52669683
ENSG00000236407	HMGB1P18	processed_pseudogene	1	+	80283352	80283970
ENSG00000271949	ENSG00000271949	protein_coding	1	+	89633140	89933250
ENSG00000227062	ENSG00000227062	processed_pseudogene	1	-	80464301	80464718
ENSG00000067334	DNTTIP2	protein_coding	1	-	93866284	93879918
ENSG00000235011	ENSG00000235011	lncRNA	1	+	79323769	79324863
ENSG00000226938	ENSG00000226938	lncRNA	1	-	53348488	53349233
ENSG00000213559	HNRNPA1P64	processed_pseudogene	1	-	80451083	80452004
ENSG00000287587	ENSG00000287587	lncRNA	1	+	42036143	42051784
ENSG00000142949	PTPRF	protein_coding	1	+	43525187	43623666
ENSG00000116133	DHCR24	protein_coding	1	-	54849627	54887195
ENSG00000232882	PHKA1P1	processed_pseudogene	1	-	90892992	90893612
ENSG00000171502	COL24A1	protein_coding	1	-	85729233	86156943
ENSG00000116157	GPX7	protein_coding	1	+	52602371	52609051
ENSG00000143036	SLC44A3	protein_coding	1	+	94820342	94895246
ENSG00000230817	LINC01362	lncRNA	1	+	82903183	83166815
ENSG00000065243	PKN2	protein_coding	1	+	88684222	88836255
ENSG00000226759	DAB1-AS1	lncRNA	1	+	57860532	57880905
ENSG00000226960	MTCO1P21	unprocessed_pseudogene	1	-	93927714	93928302
ENSG00000234080	ENSG00000234080	processed_pseudogene	1	+	50326131	50327007
ENSG00000237899	ENSG00000237899	lncRNA	1	-	40669089	40687588
ENSG00000227290	LINC01364	lncRNA	1	-	87353521	87371683
ENSG00000282898	ENSG00000282898	lncRNA	1	-	79323769	79324852
ENSG00000285409	ENSG00000285409	lncRNA	1	-	79967733	80051404
ENSG00000231090	MIR4422HG	lncRNA	1	+	55217645	55324691
ENSG00000117528	ABCD3	protein_coding	1	+	94418389	94518666
ENSG00000271723	MROH7-TTC4	protein_coding	1	+	54641786	54742308
ENSG00000172339	ALG14	protein_coding	1	-	94974405	95072951
ENSG00000036549	ZZZ3	protein_coding	1	-	77562416	77683419
ENSG00000287724	ENSG00000287724	lncRNA	1	+	54874672	54883664
ENSG00000225191	ENSG00000225191	processed_pseudogene	1	+	103926567	103927806
ENSG00000287870	ENSG00000287870	lncRNA	1	+	77248633	77250826
ENSG00000232048	HNRNPCP9	processed_pseudogene	1	-	67660155	67661013
ENSG00000232857	KATNBL1P2	processed_pseudogene	1	-	94650544	94651378
ENSG00000273637	ENSG00000273637	lncRNA	1	-	38839333	38874494
ENSG00000228838	ENSG00000228838	lncRNA	1	+	53288024	53289706
ENSG00000283761	ENSG00000283761	protein_coding	1	+	99970011	100083321
ENSG00000189433	GJB4	protein_coding	1	+	34759740	34762327
ENSG00000230759	ENSG00000230759	lncRNA	1	+	103414879	103425465
ENSG00000179178	TMEM125	protein_coding	1	+	43269983	43274002
ENSG00000142700	DMRTA2	protein_coding	1	-	50417550	50423443
ENSG00000285525	ENSG00000285525	lncRNA	1	+	100628230	100641723
ENSG00000236098	ENSG00000236098	lncRNA	1	-	94318479	94324569
ENSG00000233514	ENSG00000233514	processed_pseudogene	1	-	44122153	44122512
ENSG00000127124	HIVEP3	protein_coding	1	-	41506365	42035925
ENSG00000266993	ENSG00000266993	lncRNA	1	+	51793934	51799154
ENSG00000223675	ENSG00000223675	lncRNA	1	-	94585556	94592297
ENSG00000229316	HMGB1P45	processed_pseudogene	1	-	50398825	50399773
ENSG00000287406	ENSG00000287406	lncRNA	1	+	90242088	90284188
ENSG00000225767	FAF1-AS1	lncRNA	1	+	50461469	50471150
ENSG00000234099	MTND4P11	unprocessed_pseudogene	1	-	93922574	93923945
