Gene	Name	Type
ENSMUSG00000000266	Mid2	protein_coding
ENSMUSG00000000275	Trim25	protein_coding
ENSMUSG00000000276	Dgke	protein_coding
ENSMUSG00000000278	Scpep1	protein_coding
ENSMUSG00000000282	Mnt	protein_coding
ENSMUSG00000000290	Itgb2	protein_coding
ENSMUSG00000000295	Hddc2	protein_coding
ENSMUSG00000000296	Tpd52l1	protein_coding
ENSMUSG00000000301	Pemt	protein_coding
ENSMUSG00000000303	Cdh1	protein_coding
ENSMUSG00000000305	Cdh4	protein_coding
ENSMUSG00000000308	Ckmt1	protein_coding
ENSMUSG00000000317	Bcl6b	protein_coding
ENSMUSG00000000318	Clec10a	protein_coding
ENSMUSG00000000320	Alox12	protein_coding
ENSMUSG00000000325	Arvcf	protein_coding
ENSMUSG00000000326	Comt	protein_coding
ENSMUSG00000000339	Rtca	protein_coding
ENSMUSG00000000340	Dbt	protein_coding
ENSMUSG00000000346	Dazap2	protein_coding
ENSMUSG00000000355	Mcts1	protein_coding
ENSMUSG00000000359	Rem1	protein_coding
ENSMUSG00000000365	Rnf17	protein_coding
ENSMUSG00000000374	Trappc10	protein_coding
ENSMUSG00000000378	Ccm2	protein_coding
ENSMUSG00000000381	Wap	protein_coding
ENSMUSG00000000384	Tbrg4	protein_coding
ENSMUSG00000000385	Tmprss2	protein_coding
ENSMUSG00000000386	Mx1	polymorphic_pseudogene
ENSMUSG00000000392	Fap	protein_coding
ENSMUSG00000000394	Gcg	protein_coding
ENSMUSG00000000399	Ndufa9	protein_coding
ENSMUSG00000000402	Egfl6	protein_coding
ENSMUSG00000000409	Lck	protein_coding
ENSMUSG00000000411	Tssk3	protein_coding
ENSMUSG00000000416	Cttnbp2	protein_coding
ENSMUSG00000000420	Galnt1	protein_coding
ENSMUSG00000000435	Myf5	protein_coding
ENSMUSG00000000439	Mkrn2	protein_coding
ENSMUSG00000000440	Pparg	protein_coding
ENSMUSG00000000441	Raf1	protein_coding
ENSMUSG00000000486	Septin1	protein_coding
ENSMUSG00000000489	Pdgfb	protein_coding
ENSMUSG00000000530	Acvrl1	protein_coding
ENSMUSG00000000531	Grasp	protein_coding
ENSMUSG00000000532	Acvr1b	protein_coding
ENSMUSG00000000538	Tom1l2	protein_coding
ENSMUSG00000000544	Gpa33	protein_coding
ENSMUSG00000000552	Zfp385a	protein_coding
ENSMUSG00000000555	Itga5	protein_coding
ENSMUSG00000000560	Gabra2	protein_coding
ENSMUSG00000000561	Wdr77	protein_coding
ENSMUSG00000000562	Adora3	protein_coding
ENSMUSG00000000563	Atp5pb	protein_coding
ENSMUSG00000000567	Sox9	protein_coding
ENSMUSG00000000568	Hnrnpd	protein_coding
ENSMUSG00000000579	Dynlt1c	protein_coding
ENSMUSG00000000581	C1d	protein_coding
ENSMUSG00000000594	Gm2a	protein_coding
ENSMUSG00000000600	Krit1	protein_coding
ENSMUSG00000000605	Clcn4	protein_coding
ENSMUSG00000000606	Vmn2r88	protein_coding
ENSMUSG00000000617	Grm6	protein_coding
ENSMUSG00000000627	Sema4f	protein_coding
ENSMUSG00000000628	Hk2	protein_coding
ENSMUSG00000000631	Myo18a	protein_coding
ENSMUSG00000000632	Sez6	protein_coding
ENSMUSG00000000673	Haao	protein_coding
ENSMUSG00000000682	Cd52	protein_coding
ENSMUSG00000000686	Abhd15	protein_coding
ENSMUSG00000000690	Hoxb6	protein_coding
ENSMUSG00000000693	Loxl3	protein_coding
ENSMUSG00000000701	Tcl1b5	protein_coding
ENSMUSG00000000706	Btn1a1	protein_coding
ENSMUSG00000000708	Kat2b	protein_coding
ENSMUSG00000000711	Rab5b	protein_coding
ENSMUSG00000000724	Cryba1	protein_coding
ENSMUSG00000000730	Dnmt3l	protein_coding
ENSMUSG00000000731	Aire	protein_coding
ENSMUSG00000000732	Icosl	protein_coding
ENSMUSG00000000738	Spg7	protein_coding
ENSMUSG00000000739	Sult5a1	protein_coding
ENSMUSG00000000740	Rpl13	protein_coding
ENSMUSG00000000743	Chmp1a	protein_coding
ENSMUSG00000000751	Rpa1	protein_coding
ENSMUSG00000000753	Serpinf1	protein_coding
ENSMUSG00000000759	Tubgcp3	protein_coding
ENSMUSG00000000766	Oprm1	protein_coding
ENSMUSG00000000776	Polr3d	protein_coding
ENSMUSG00000000782	Tcf7	protein_coding
ENSMUSG00000000787	Ddx3x	protein_coding
ENSMUSG00000000791	Il12rb1	protein_coding
ENSMUSG00000000792	Slc5a5	protein_coding
ENSMUSG00000000794	Kcnn3	protein_coding
ENSMUSG00000000804	Usp32	protein_coding
ENSMUSG00000000805	Car4	protein_coding
ENSMUSG00000000811	Txnrd3	protein_coding
ENSMUSG00000000817	Fasl	protein_coding
ENSMUSG00000000823	Zfp512b	protein_coding
ENSMUSG00000000826	Dnajc5	protein_coding
ENSMUSG00000000827	Tpd52l2	protein_coding
ENSMUSG00000000838	Fmr1	protein_coding
ENSMUSG00000000861	Bcl11a	protein_coding
ENSMUSG00000000869	Il4	protein_coding
ENSMUSG00000000876	Pxmp4	protein_coding
ENSMUSG00000000881	Dlg3	protein_coding
ENSMUSG00000000884	Gnb1l	protein_coding
ENSMUSG00000000889	Dbh	protein_coding
ENSMUSG00000000901	Mmp11	protein_coding
ENSMUSG00000000902	Smarcb1	protein_coding
ENSMUSG00000000903	Vpreb3	protein_coding
ENSMUSG00000000915	Hip1r	protein_coding
ENSMUSG00000000916	Nsun5	protein_coding
ENSMUSG00000000934	Top1mt	protein_coding
ENSMUSG00000000938	Hoxa10	protein_coding
ENSMUSG00000000942	Hoxa4	protein_coding
ENSMUSG00000000948	Gm38393	protein_coding
ENSMUSG00000000957	Mmp14	protein_coding
ENSMUSG00000000958	Slc7a7	protein_coding
ENSMUSG00000000959	Oxa1l	protein_coding
ENSMUSG00000000976	Heatr6	protein_coding
ENSMUSG00000000982	Ccl3	protein_coding
ENSMUSG00000000983	Wfdc18	protein_coding
ENSMUSG00000001014	Icam4	protein_coding
ENSMUSG00000001016	Ilf2	protein_coding
ENSMUSG00000001017	Chtop	protein_coding
ENSMUSG00000001018	Snapin	protein_coding
ENSMUSG00000001020	S100a4	protein_coding
ENSMUSG00000001021	S100a3	protein_coding
ENSMUSG00000001023	S100a5	protein_coding
ENSMUSG00000001025	S100a6	protein_coding
ENSMUSG00000001027	Scn4a	protein_coding
ENSMUSG00000001029	Icam2	protein_coding
ENSMUSG00000001034	Mapk7	protein_coding
ENSMUSG00000001036	Epn2	protein_coding
ENSMUSG00000001039	B9d1	protein_coding
ENSMUSG00000001052	Sec24b	protein_coding
ENSMUSG00000001053	N4bp3	protein_coding
ENSMUSG00000001054	Rmnd5b	protein_coding
ENSMUSG00000001056	Nhp2	protein_coding
ENSMUSG00000001062	Vps9d1	protein_coding
ENSMUSG00000001065	Zfp276	protein_coding
ENSMUSG00000001076	C1ql4	protein_coding
ENSMUSG00000001082	Mfsd10	protein_coding
ENSMUSG00000001089	Luzp1	protein_coding
ENSMUSG00000001095	Slc13a2	protein_coding
ENSMUSG00000001098	Kctd10	protein_coding
ENSMUSG00000001100	Poldip2	protein_coding
ENSMUSG00000001103	Sebox	protein_coding
ENSMUSG00000001105	Ift20	protein_coding
ENSMUSG00000001119	Col6a1	protein_coding
ENSMUSG00000001120	Pcbp3	protein_coding
ENSMUSG00000001123	Lgals9	protein_coding
ENSMUSG00000001127	Araf	protein_coding
ENSMUSG00000001128	Cfp	protein_coding
ENSMUSG00000001131	Timp1	protein_coding
ENSMUSG00000001134	Uxt	protein_coding
ENSMUSG00000001138	Cnnm3	protein_coding
ENSMUSG00000001143	Lman2l	protein_coding
ENSMUSG00000001150	Mcm3ap	protein_coding
ENSMUSG00000001151	Pcnt	protein_coding
ENSMUSG00000001155	Ftcd	protein_coding
ENSMUSG00000001156	Mxd1	protein_coding
ENSMUSG00000001157	Gmcl1	protein_coding
ENSMUSG00000001158	Snrnp27	protein_coding
ENSMUSG00000001166	Oas1c	protein_coding
ENSMUSG00000001168	Oas1h	protein_coding
ENSMUSG00000001173	Ocrl	protein_coding
ENSMUSG00000001175	Calm1	protein_coding
ENSMUSG00000001211	Agpat3	protein_coding
ENSMUSG00000001225	Slc26a3	protein_coding
ENSMUSG00000001227	Sema6b	protein_coding
ENSMUSG00000001228	Uhrf1	protein_coding
ENSMUSG00000001229	Dpp9	protein_coding
ENSMUSG00000001240	Ramp2	protein_coding
ENSMUSG00000001247	Lsr	protein_coding
ENSMUSG00000001248	Gramd1a	protein_coding
ENSMUSG00000001249	Hpn	protein_coding
ENSMUSG00000001260	Gabrg1	protein_coding
ENSMUSG00000001270	Ckb	protein_coding
ENSMUSG00000001280	Sp1	protein_coding
ENSMUSG00000001281	Itgb7	protein_coding
ENSMUSG00000001285	Myg1	protein_coding
ENSMUSG00000001288	Rarg	protein_coding
ENSMUSG00000001289	Pfdn5	protein_coding
ENSMUSG00000001300	Efnb2	protein_coding
ENSMUSG00000001305	Rrp15	protein_coding
ENSMUSG00000001313	Rnd2	protein_coding
ENSMUSG00000001323	Srr	protein_coding
ENSMUSG00000001333	Sync	protein_coding
ENSMUSG00000001334	Fndc5	protein_coding
ENSMUSG00000001348	Acp5	protein_coding
ENSMUSG00000001349	Cnn1	protein_coding
ENSMUSG00000001366	Fbxo9	protein_coding
ENSMUSG00000001376	Vps50	protein_coding
ENSMUSG00000001380	Hars	protein_coding
ENSMUSG00000001383	Zmat2	protein_coding
ENSMUSG00000001403	Ube2c	protein_coding
ENSMUSG00000001415	Smg5	protein_coding
ENSMUSG00000001416	Cct3	protein_coding
ENSMUSG00000001418	Glmp	protein_coding
ENSMUSG00000001419	Mef2d	protein_coding
ENSMUSG00000001420	Tmem79	protein_coding
ENSMUSG00000001424	Snd1	protein_coding
ENSMUSG00000001435	Col18a1	protein_coding
ENSMUSG00000001436	Slc19a1	protein_coding
ENSMUSG00000001440	Kpnb1	protein_coding
ENSMUSG00000001441	Npepps	protein_coding
ENSMUSG00000001444	Tbx21	protein_coding
ENSMUSG00000001445	Mrpl10	protein_coding
ENSMUSG00000001467	Cyp51	protein_coding
ENSMUSG00000001472	Tcf25	protein_coding
ENSMUSG00000001473	Tubb6	protein_coding
ENSMUSG00000001482	Def8	protein_coding
ENSMUSG00000001493	Meox1	protein_coding
ENSMUSG00000001494	Sost	protein_coding
ENSMUSG00000001496	Nkx2-1	protein_coding
ENSMUSG00000001497	Pax9	protein_coding
ENSMUSG00000001504	Irx2	protein_coding
ENSMUSG00000001506	Col1a1	protein_coding
ENSMUSG00000001507	Itga3	protein_coding
ENSMUSG00000001508	Sgca	protein_coding
ENSMUSG00000001510	Dlx3	protein_coding
ENSMUSG00000001517	Foxm1	protein_coding
ENSMUSG00000001518	Itfg2	protein_coding
ENSMUSG00000001520	Nrip2	protein_coding
ENSMUSG00000001521	Tulp3	protein_coding
ENSMUSG00000001524	Gtf2h4	protein_coding
ENSMUSG00000001525	Tubb5	protein_coding
ENSMUSG00000001542	Ell2	protein_coding
ENSMUSG00000001552	Jup	protein_coding
ENSMUSG00000001555	Fkbp10	protein_coding
ENSMUSG00000001558	Klhl10	protein_coding
ENSMUSG00000001566	Mnx1	protein_coding
ENSMUSG00000001569	Nom1	protein_coding
ENSMUSG00000001576	Ergic1	protein_coding
ENSMUSG00000001583	Tnk1	protein_coding
ENSMUSG00000001588	Acap1	protein_coding
ENSMUSG00000001604	Tcea3	protein_coding
ENSMUSG00000001622	Csn3	protein_coding
ENSMUSG00000001627	Ifrd1	protein_coding
ENSMUSG00000001630	Stk38l	protein_coding
ENSMUSG00000001632	Brpf1	protein_coding
ENSMUSG00000001642	Akr1b3	protein_coding
ENSMUSG00000001655	Hoxc13	protein_coding
ENSMUSG00000001656	Hoxc11	protein_coding
ENSMUSG00000001657	Hoxc8	protein_coding
ENSMUSG00000001661	Hoxc6	protein_coding
ENSMUSG00000001663	Gstt1	protein_coding
ENSMUSG00000001665	Gstt3	protein_coding
ENSMUSG00000001666	Ddt	protein_coding
ENSMUSG00000001670	Tat	protein_coding
ENSMUSG00000001672	Marveld3	protein_coding
ENSMUSG00000001674	Ddx18	protein_coding
ENSMUSG00000001687	Ubl3	protein_coding
ENSMUSG00000001700	Gramd3	protein_coding
ENSMUSG00000001707	Eef1e1	protein_coding
ENSMUSG00000001729	Akt1	protein_coding
ENSMUSG00000001739	Cldn15	protein_coding
ENSMUSG00000001741	Il16	protein_coding
ENSMUSG00000001750	Tcirg1	protein_coding
ENSMUSG00000001751	Naglu	protein_coding
ENSMUSG00000001755	Coasy	protein_coding
ENSMUSG00000001761	Smo	protein_coding
ENSMUSG00000001763	Tspan33	protein_coding
ENSMUSG00000001767	Crnkl1	protein_coding
ENSMUSG00000001768	Rin2	protein_coding
ENSMUSG00000001773	Folh1	protein_coding
ENSMUSG00000001774	Chordc1	protein_coding
ENSMUSG00000001783	Rtcb	protein_coding
ENSMUSG00000001785	Pwp1	protein_coding
ENSMUSG00000001786	Fbxo7	protein_coding
ENSMUSG00000001794	Capns1	protein_coding
ENSMUSG00000001802	Lrp3	protein_coding
ENSMUSG00000001804	Dsg4	protein_coding
ENSMUSG00000001815	Evx2	protein_coding
ENSMUSG00000001819	Hoxd13	protein_coding
ENSMUSG00000001823	Hoxd12	protein_coding
ENSMUSG00000001827	Folr1	protein_coding
ENSMUSG00000001829	Clpb	protein_coding
ENSMUSG00000001833	Septin7	protein_coding
ENSMUSG00000001844	Zdhhc4	protein_coding
ENSMUSG00000001847	Rac1	protein_coding
ENSMUSG00000001855	Nup214	protein_coding
ENSMUSG00000001864	Aif1l	protein_coding
ENSMUSG00000001865	Cpa3	protein_coding
ENSMUSG00000001870	Ltbp1	protein_coding
ENSMUSG00000001891	Ugp2	protein_coding
ENSMUSG00000001901	Kcnh6	protein_coding
ENSMUSG00000001909	Trmt1	protein_coding
ENSMUSG00000001910	Nacc1	protein_coding
ENSMUSG00000001911	Nfix	protein_coding
ENSMUSG00000001918	Slc1a5	protein_coding
ENSMUSG00000001924	Uba1	protein_coding
ENSMUSG00000001930	Vwf	protein_coding
ENSMUSG00000001942	Siae	protein_coding
ENSMUSG00000001943	Vsig2	protein_coding
ENSMUSG00000001946	Esam	protein_coding
ENSMUSG00000001948	Spa17	protein_coding
ENSMUSG00000001962	Fam50a	protein_coding
ENSMUSG00000001964	Emd	protein_coding
ENSMUSG00000001983	Taco1	protein_coding
ENSMUSG00000001985	Grik3	protein_coding
ENSMUSG00000001986	Gria3	protein_coding
ENSMUSG00000001988	Npas1	protein_coding
ENSMUSG00000001995	Sipa1l2	protein_coding
ENSMUSG00000001998	Ap4e1	protein_coding
ENSMUSG00000001999	Blvra	protein_coding
ENSMUSG00000002006	Pdzd4	protein_coding
ENSMUSG00000002007	Srpk3	protein_coding
ENSMUSG00000002010	Idh3g	protein_coding
ENSMUSG00000002012	Pnck	protein_coding
ENSMUSG00000002014	Ssr4	protein_coding
ENSMUSG00000002015	Bcap31	protein_coding
ENSMUSG00000002017	Fam98a	protein_coding
ENSMUSG00000002020	Ltbp2	protein_coding
ENSMUSG00000002028	Kmt2a	protein_coding
ENSMUSG00000002031	Ift46	protein_coding
ENSMUSG00000002032	Tmem25	protein_coding
ENSMUSG00000002033	Cd3g	protein_coding
ENSMUSG00000002043	Trappc6a	protein_coding
ENSMUSG00000002052	Supt6	protein_coding
ENSMUSG00000002055	Spag5	protein_coding
ENSMUSG00000002057	Foxn1	protein_coding
ENSMUSG00000002058	Unc119	protein_coding
ENSMUSG00000002059	Rab34	protein_coding
ENSMUSG00000002064	Sdf2	protein_coding
ENSMUSG00000002068	Ccne1	protein_coding
ENSMUSG00000002076	Hsf2bp	protein_coding
ENSMUSG00000002083	Bbc3	protein_coding
ENSMUSG00000002100	Mybpc3	protein_coding
ENSMUSG00000002102	Psmc3	protein_coding
ENSMUSG00000002103	Acp2	protein_coding
ENSMUSG00000002104	Rapsn	protein_coding
ENSMUSG00000002105	Slc39a13	protein_coding
ENSMUSG00000002107	Celf2	protein_coding
ENSMUSG00000002108	Nr1h3	protein_coding
ENSMUSG00000002109	Ddb2	protein_coding
ENSMUSG00000002111	Spi1	protein_coding
ENSMUSG00000002129	Sf3a1	protein_coding
ENSMUSG00000002147	Stat6	protein_coding
ENSMUSG00000002190	Clgn	protein_coding
ENSMUSG00000002204	Napsa	protein_coding
ENSMUSG00000002205	Vrk3	protein_coding
ENSMUSG00000002210	Smg9	protein_coding
ENSMUSG00000002221	Paxip1	protein_coding
ENSMUSG00000002222	Rmnd5a	protein_coding
ENSMUSG00000002227	Mov10	protein_coding
ENSMUSG00000002228	Ppm1j	protein_coding
ENSMUSG00000002233	Rhoc	protein_coding
ENSMUSG00000002240	Prr27	protein_coding
ENSMUSG00000002249	Tead3	protein_coding
ENSMUSG00000002250	Ppard	protein_coding
ENSMUSG00000002257	Def6	protein_coding
ENSMUSG00000002265	Peg3	protein_coding
ENSMUSG00000002266	Zim1	protein_coding
ENSMUSG00000002274	Metrn	protein_coding
ENSMUSG00000002279	Lmf1	protein_coding
ENSMUSG00000002280	Ciao3	protein_coding
ENSMUSG00000002289	Angptl4	protein_coding
ENSMUSG00000002297	Dbf4	protein_coding
ENSMUSG00000002307	Daxx	protein_coding
ENSMUSG00000002308	Cd320	protein_coding
ENSMUSG00000002319	Ipo4	protein_coding
ENSMUSG00000002320	Tm9sf1	protein_coding
ENSMUSG00000002324	Rec8	protein_coding
ENSMUSG00000002325	Irf9	protein_coding
ENSMUSG00000002326	Gmpr2	protein_coding
ENSMUSG00000002329	Mdp1	protein_coding
ENSMUSG00000002332	Dhrs1	protein_coding
ENSMUSG00000002341	Ncan	protein_coding
ENSMUSG00000002342	Tmem161a	protein_coding
ENSMUSG00000002343	Armc6	protein_coding
ENSMUSG00000002345	Borcs8	protein_coding
ENSMUSG00000002346	Slc25a42	protein_coding
ENSMUSG00000002365	Snx9	protein_coding
ENSMUSG00000002372	Ranbp3	protein_coding
ENSMUSG00000002379	Ndufa11	protein_coding
ENSMUSG00000002384	Bmp8b	protein_coding
ENSMUSG00000002393	Nr2f6	protein_coding
ENSMUSG00000002395	Use1	protein_coding
ENSMUSG00000002396	Ocel1	protein_coding
ENSMUSG00000002409	Dyrk1b	protein_coding
ENSMUSG00000002413	Braf	protein_coding
ENSMUSG00000002416	Ndufb2	protein_coding
ENSMUSG00000002428	Hltf	protein_coding
ENSMUSG00000002455	Prpf6	protein_coding
ENSMUSG00000002458	Rgs19	protein_coding
ENSMUSG00000002459	Rgs20	protein_coding
ENSMUSG00000002475	Abhd3	protein_coding
ENSMUSG00000002477	Snrpd1	protein_coding
ENSMUSG00000002486	Tchp	protein_coding
ENSMUSG00000002489	Tiam1	protein_coding
ENSMUSG00000002496	Tsc2	protein_coding
ENSMUSG00000002500	Rpl3l	protein_coding
ENSMUSG00000002504	Slc9a3r2	protein_coding
ENSMUSG00000002524	Puf60	protein_coding
ENSMUSG00000002546	Golga2	protein_coding
ENSMUSG00000002550	Uck1	protein_coding
ENSMUSG00000002565	Scin	protein_coding
ENSMUSG00000002578	Ikzf4	protein_coding
ENSMUSG00000002580	Mien1	protein_coding
ENSMUSG00000002588	Pon1	protein_coding
ENSMUSG00000002602	Axl	protein_coding
ENSMUSG00000002603	Tgfb1	protein_coding
ENSMUSG00000002608	Ccdc97	protein_coding
ENSMUSG00000002617	Zfp40	protein_coding
ENSMUSG00000002625	Akap8l	protein_coding
ENSMUSG00000002633	Shh	protein_coding
ENSMUSG00000002635	Pdcd2l	protein_coding
ENSMUSG00000002658	Gtf2f1	protein_coding
ENSMUSG00000002660	Clpp	protein_coding
ENSMUSG00000002661	Alkbh7	protein_coding
ENSMUSG00000002664	Pspn	protein_coding
ENSMUSG00000002668	Dennd1c	protein_coding
ENSMUSG00000002679	Med6	protein_coding
ENSMUSG00000002688	Prkd1	protein_coding
ENSMUSG00000002699	Lcp2	protein_coding
ENSMUSG00000002718	Cse1l	protein_coding
ENSMUSG00000002728	Naa20	protein_coding
ENSMUSG00000002731	Prkra	protein_coding
ENSMUSG00000002732	Fkbp7	protein_coding
ENSMUSG00000002733	Plekha3	protein_coding
ENSMUSG00000002741	Ykt6	protein_coding
ENSMUSG00000002748	Baz1b	protein_coding
ENSMUSG00000002763	Pex6	protein_coding
ENSMUSG00000002767	Mrpl2	protein_coding
ENSMUSG00000002768	Mea1	protein_coding
ENSMUSG00000002769	Gnmt	protein_coding
ENSMUSG00000002771	Grin2d	protein_coding
ENSMUSG00000002778	Kdelr1	protein_coding
ENSMUSG00000002781	Tmem143	protein_coding
ENSMUSG00000002791	Pdxk-ps	transcribed_unprocessed_pseudogene
ENSMUSG00000002797	Ggct	protein_coding
ENSMUSG00000002799	Jag2	protein_coding
ENSMUSG00000002803	Btbd6	protein_coding
ENSMUSG00000002804	Nudt14	protein_coding
ENSMUSG00000002808	Epdr1	protein_coding
ENSMUSG00000002812	Flii	protein_coding
ENSMUSG00000002814	Top3a	protein_coding
ENSMUSG00000002820	Atg4d	protein_coding
ENSMUSG00000002825	Qtrt1	protein_coding
ENSMUSG00000002831	Plin4	protein_coding
ENSMUSG00000002833	Hdgfl2	protein_coding
ENSMUSG00000002835	Chaf1a	protein_coding
ENSMUSG00000002844	Adprh	protein_coding
ENSMUSG00000002845	Tmem39a	protein_coding
ENSMUSG00000002846	Timmdc1	protein_coding
ENSMUSG00000002847	Pla1a	protein_coding
ENSMUSG00000002870	Mcm2	protein_coding
ENSMUSG00000002871	Tpra1	protein_coding
ENSMUSG00000002881	Nab1	protein_coding
ENSMUSG00000002885	Adgre5	protein_coding
ENSMUSG00000002897	Il17ra	protein_coding
ENSMUSG00000002900	Lamb1	protein_coding
ENSMUSG00000002908	Kcnn1	protein_coding
ENSMUSG00000002910	Arrdc2	protein_coding
ENSMUSG00000002930	Ppp1r17	protein_coding
ENSMUSG00000002944	Cd36	protein_coding
ENSMUSG00000002948	Map2k7	protein_coding
ENSMUSG00000002949	Timm44	protein_coding
ENSMUSG00000002957	Ap2a2	protein_coding
ENSMUSG00000002963	Pnkp	protein_coding
ENSMUSG00000002968	Med25	protein_coding
ENSMUSG00000002980	Bcam	protein_coding
ENSMUSG00000002981	Clptm1	protein_coding
ENSMUSG00000002983	Relb	protein_coding
ENSMUSG00000002984	Tomm40	protein_coding
ENSMUSG00000002985	Apoe	protein_coding
ENSMUSG00000002992	Apoc2	protein_coding
ENSMUSG00000002996	Hbp1	protein_coding
ENSMUSG00000002997	Prkar2b	protein_coding
ENSMUSG00000003031	Cdkn1b	protein_coding
ENSMUSG00000003032	Klf4	protein_coding
ENSMUSG00000003033	Ap1m1	protein_coding
ENSMUSG00000003037	Rab8a	protein_coding
ENSMUSG00000003038	Hmgn2	protein_coding
ENSMUSG00000003039	Fam32a	protein_coding
ENSMUSG00000003051	Elf3	protein_coding
ENSMUSG00000003053	Cyp2c29	protein_coding
ENSMUSG00000003062	Stard3nl	protein_coding
ENSMUSG00000003068	Stk11	protein_coding
ENSMUSG00000003070	Efna2	protein_coding
ENSMUSG00000003072	Atp5d	protein_coding
ENSMUSG00000003099	Ppp5c	protein_coding
ENSMUSG00000003119	Cdk12	protein_coding
ENSMUSG00000003123	Lipe	protein_coding
ENSMUSG00000003131	Pafah1b2	protein_coding
ENSMUSG00000003134	Tbc1d8	protein_coding
ENSMUSG00000003135	Cnot11	protein_coding
ENSMUSG00000003153	Slc2a3	protein_coding
ENSMUSG00000003154	Foxj2	protein_coding
ENSMUSG00000003161	Sri	protein_coding
ENSMUSG00000003166	Dgcr2	protein_coding
ENSMUSG00000003184	Irf3	protein_coding
ENSMUSG00000003190	Bcl2l12	protein_coding
ENSMUSG00000003198	Zfp959	protein_coding
ENSMUSG00000003199	Mpnd	protein_coding
ENSMUSG00000003200	Sh3gl1	protein_coding
ENSMUSG00000003206	Ebi3	protein_coding
ENSMUSG00000003208	Yju2	protein_coding
ENSMUSG00000003226	Ranbp2	protein_coding
ENSMUSG00000003227	Edar	protein_coding
ENSMUSG00000003228	Grk5	protein_coding
ENSMUSG00000003233	Dvl3	protein_coding
ENSMUSG00000003234	Abcf3	protein_coding
ENSMUSG00000003235	Eif2b5	protein_coding
ENSMUSG00000003269	Cyth2	protein_coding
ENSMUSG00000003271	Sult2b1	protein_coding
ENSMUSG00000003273	Car11	protein_coding
ENSMUSG00000003279	Dlgap1	protein_coding
ENSMUSG00000003282	Plag1	protein_coding
ENSMUSG00000003283	Hck	protein_coding
ENSMUSG00000003299	Mrpl4	protein_coding
ENSMUSG00000003308	Keap1	protein_coding
ENSMUSG00000003309	Ap1m2	protein_coding
ENSMUSG00000003316	Glg1	protein_coding
ENSMUSG00000003341	Atp8b3	protein_coding
ENSMUSG00000003344	Btbd2	protein_coding
ENSMUSG00000003345	Csnk1g2	protein_coding
ENSMUSG00000003346	Abhd17a	protein_coding
ENSMUSG00000003348	Mob3a	protein_coding
ENSMUSG00000003352	Cacnb3	protein_coding
ENSMUSG00000003354	Ccdc65	protein_coding
ENSMUSG00000003355	Fkbp11	protein_coding
ENSMUSG00000003360	Ddx23	protein_coding
ENSMUSG00000003363	Pld3	protein_coding
ENSMUSG00000003378	Grik5	protein_coding
ENSMUSG00000003379	Cd79a	protein_coding
ENSMUSG00000003380	Rabac1	protein_coding
ENSMUSG00000003382	Etv3	protein_coding
ENSMUSG00000003402	Prkcsh	protein_coding
ENSMUSG00000003410	Elavl3	protein_coding
ENSMUSG00000003411	Rab3b	protein_coding
ENSMUSG00000003418	St8sia6	protein_coding
ENSMUSG00000003420	Fcgrt	protein_coding
ENSMUSG00000003421	Nosip	protein_coding
ENSMUSG00000003423	Pih1d1	protein_coding
ENSMUSG00000003429	Rps11	protein_coding
