Gene	Name	Type	Chr	Start	End
gene:AT1G01490	AT1G01490-203	protein_coding	1	180056	182749
gene:AT1G01490	AT1G01490-204	protein_coding	1	180056	182749
gene:AT1G01500	AT1G01500-201	protein_coding	1	185033	187135
gene:AT1G01510	AN-201	protein_coding	1	187145	190472
gene:AT1G01520	ASG4-204	protein_coding	1	190408	192436
gene:AT1G01520	ASG4-202	protein_coding	1	190408	192436
gene:AT1G01520	ASG4-203	protein_coding	1	190408	192436
gene:AT1G01520	ASG4-201	protein_coding	1	190408	192436
gene:AT1G01520	ASG4-205	protein_coding	1	190478	192436
gene:AT1G01530	AGL28-201	protein_coding	1	192634	193670
gene:AT1G01540	AT1G01540-201	protein_coding	1	195645	198787
gene:AT1G01540	AT1G01540-202	protein_coding	1	195812	198635
gene:AT1G01550	BPS1-201	protein_coding	1	199527	201775
gene:AT1G01550	BPS1-202	protein_coding	1	199630	201775
gene:AT1G01560	MPK11-201	protein_coding	1	202103	204388
gene:AT1G01560	MPK11-202	protein_coding	1	202111	204440
gene:AT1G01560	MPK11-204	protein_coding	1	202136	204335
gene:AT1G01560	MPK11-203	protein_coding	1	202136	204335
gene:AT1G01570	AT1G01570-201	protein_coding	1	204935	207642
gene:AT1G01570	AT1G01570-202	protein_coding	1	205176	207435
gene:AT1G01580	FRO2-201	protein_coding	1	208995	213082
gene:AT1G01580	FRO2-202	protein_coding	1	209208	213080
gene:AT1G01590	FRO1-201	protein_coding	1	214150	217734
gene:AT1G01600	CYP86A4-201	protein_coding	1	218834	221286
gene:AT1G01610	GPAT4-201	protein_coding	1	221642	224351
gene:AT1G01620	PIP1C-201	protein_coding	1	225665	227302
gene:AT1G01620	PIP1C-202	protein_coding	1	225665	227543
gene:AT1G01630	AT1G01630-201	protein_coding	1	228799	230979
gene:AT1G01640	AT1G01640-201	protein_coding	1	230908	232630
gene:AT1G01640	AT1G01640-202	protein_coding	1	230908	232630
gene:AT1G01650	SPPL4-201	protein_coding	1	232840	237905
gene:AT1G01650	SPPL4-204	protein_coding	1	232841	237817
gene:AT1G01650	SPPL4-202	protein_coding	1	232841	237817
gene:AT1G01650	SPPL4-203	protein_coding	1	232841	237817
gene:AT1G04027	ath-MIR2112-201	miRNA	1	234006	234159
gene:AT1G01660	AT1G01660-201	protein_coding	1	239841	242703
gene:AT1G01660	AT1G01660-202	protein_coding	1	240057	242608
gene:AT1G01670	AT1G01670-201	protein_coding	1	242713	246054
gene:AT1G01670	AT1G01670-202	protein_coding	1	242837	245676
gene:AT1G01670	AT1G01670-203	protein_coding	1	242843	244400
gene:AT1G01680	PUB54-201	protein_coding	1	246262	248440
gene:AT1G01690	PRD3-201	protein_coding	1	249041	252522
gene:AT1G01690	PRD3-202	protein_coding	1	249081	252462
gene:AT1G01690	PRD3-203	protein_coding	1	249141	252462
gene:AT1G01695	TRM33-201	protein_coding	1	252626	254530
gene:AT1G04033	AT1G04033-201	lncRNA	1	255022	255384
gene:AT1G04037	AT1G04037-201	lncRNA	1	258717	258963
gene:AT1G01700	ROPGEF2-201	protein_coding	1	259307	261667
gene:AT1G01700	ROPGEF2-202	protein_coding	1	259307	261667
gene:AT1G01700	ROPGEF2-203	protein_coding	1	259486	261474
gene:AT1G01700	ROPGEF2-204	protein_coding	1	259495	261615
gene:AT1G01700	ROPGEF2-205	protein_coding	1	259640	261667
gene:AT1G01710	AT1G01710-201	protein_coding	1	262828	266324
gene:AT1G01715	AT1G01715-201	protein_coding	1	266333	267883
gene:AT1G01715	AT1G01715-202	protein_coding	1	266342	267533
gene:AT1G04043	AT1G04043-201	lncRNA	1	267993	268336
gene:AT1G01720	ATAF1-201	protein_coding	1	267993	269819
gene:AT1G01725	AT1G01725-201	protein_coding	1	269792	270859
gene:AT1G04047	AT1G04047-201	lncRNA	1	270067	270517
gene:AT1G01730	AT1G01730-201	protein_coding	1	270797	272189
gene:AT1G01740	BSK4-202	protein_coding	1	272111	274569
gene:AT1G01740	BSK4-201	protein_coding	1	272111	274569
gene:AT1G01740	BSK4-203	protein_coding	1	272111	274569
gene:AT1G01740	BSK4-204	protein_coding	1	272111	274792
gene:AT1G01740	BSK4-205	protein_coding	1	272111	274930
gene:AT1G01750	ADF11-201	protein_coding	1	275188	276310
gene:AT1G01750	ADF11-202	protein_coding	1	275331	276126
gene:AT1G04053	AT1G04053-201	lncRNA	1	275473	276319
gene:AT1G01760	AT1G01760-201	protein_coding	1	276266	278448
gene:AT1G01760	AT1G01760-202	protein_coding	1	276368	278599
gene:AT1G01760	AT1G01760-203	protein_coding	1	276412	278448
gene:AT1G01760	AT1G01760-204	protein_coding	1	276412	278599
gene:AT1G04057	AT1G04057-201	ncRNA	1	276543	276729
gene:AT1G01770	AT1G01770-201	protein_coding	1	278600	282891
gene:AT1G01780	PLIM2b-201	protein_coding	1	282761	284245
gene:AT1G01790	KEA1-201	protein_coding	1	284350	291201
gene:AT1G01790	KEA1-202	protein_coding	1	284460	291203
gene:AT1G04063	AT1G04063-201	lncRNA	1	291594	292061
gene:AT1G01800	AT1G01800-201	protein_coding	1	293246	295086
gene:AT1G01800	AT1G01800-202	protein_coding	1	293342	295040
gene:AT1G01810	AT1G01810-201	protein_coding	1	295207	295859
gene:AT1G01820	PEX11C-201	protein_coding	1	296001	298334
gene:AT1G01830	AT1G01830-201	protein_coding	1	298451	300757
gene:AT1G01830	AT1G01830-202	protein_coding	1	298451	300921
gene:AT1G01830	AT1G01830-203	protein_coding	1	298451	302310
gene:AT1G04067	AT1G04067-201	lncRNA	1	303463	303977
gene:AT1G01840	AT1G01840-201	protein_coding	1	303537	304358
gene:AT1G01860	PFC1-201	protein_coding	1	304133	306310
gene:AT1G01860	PFC1-202	protein_coding	1	304439	306310
gene:AT1G04073	AT1G04073-201	lncRNA	1	304481	304713
gene:AT1G01860	PFC1-203	protein_coding	1	304622	306287
gene:AT1G01860	PFC1-204	protein_coding	1	304622	306310
gene:AT1G01860	PFC1-205	protein_coding	1	305151	306287
gene:AT1G01870	AT1G01870.1.exon1	tRNA	1	306384	306456
gene:AT1G01880	AT1G01880-201	protein_coding	1	306467	309541
gene:AT1G01880	AT1G01880-202	protein_coding	1	306480	309109
gene:AT1G01880	AT1G01880-203	protein_coding	1	306480	309220
gene:AT1G01880	AT1G01880-204	protein_coding	1	306558	308602
gene:AT1G01890	AT1G01890.1.exon1	tRNA	1	309275	309347
gene:AT1G01900	SBTI1.1-201	protein_coding	1	310169	313130
gene:AT1G04077	AT1G04077-201	lncRNA	1	311828	312884
gene:AT1G01910	AT1G01910-201	protein_coding	1	313101	315980
gene:AT1G01910	AT1G01910-202	protein_coding	1	313154	316090
gene:AT1G01910	AT1G01910-203	protein_coding	1	313210	315902
gene:AT1G01910	AT1G01910-204	protein_coding	1	313215	315925
gene:AT1G01910	AT1G01910-205	protein_coding	1	313229	315902
gene:AT1G04083	AT1G04083-201	lncRNA	1	314189	314463
gene:AT1G01920	AT1G01920-202	protein_coding	1	315983	319667
gene:AT1G01920	AT1G01920-201	protein_coding	1	315983	319667
gene:AT1G01920	AT1G01920-203	protein_coding	1	316110	319660
gene:AT1G01920	AT1G01920-204	protein_coding	1	316113	319650
gene:AT1G01920	AT1G01920-205	protein_coding	1	316187	319644
gene:AT1G01930	AT1G01930-201	protein_coding	1	319769	322895
gene:AT1G01940	AT1G01940-201	protein_coding	1	322886	324917
gene:AT1G01950	ARK2-201	protein_coding	1	325316	330619
gene:AT1G01950	ARK2-202	protein_coding	1	325329	330403
gene:AT1G01950	ARK2-203	protein_coding	1	325379	330619
gene:AT1G01950	ARK2-204	protein_coding	1	325379	330619
gene:AT1G01960	EDA10-201	protein_coding	1	330588	337912
gene:AT1G01970	AT1G01970-201	protein_coding	1	338241	340088
gene:AT1G01980	AT1G01980-201	protein_coding	1	340108	342040
gene:AT1G01990	AT1G01990-201	protein_coding	1	342918	344400
gene:AT1G02000	GAE2-201	protein_coding	1	345516	347603
gene:AT1G02010	SEC1A-201	protein_coding	1	347613	352545
gene:AT1G02010	SEC1A-202	protein_coding	1	347805	352543
gene:AT1G02010	SEC1A-204	protein_coding	1	347824	352503
gene:AT1G02010	SEC1A-203	protein_coding	1	347824	352503
gene:AT1G02010	SEC1A-205	protein_coding	1	347974	352303
gene:AT1G02010	SEC1A-206	protein_coding	1	349020	352536
gene:AT1G02020	AT1G02020-201	protein_coding	1	352612	355021
gene:AT1G02020	AT1G02020-202	protein_coding	1	352622	355124
gene:AT1G02020	AT1G02020-203	protein_coding	1	352637	355115
gene:AT1G02030	AT1G02030-201	protein_coding	1	355124	357258
gene:AT1G02040	AT1G02040-201	protein_coding	1	357906	359078
gene:AT1G02050	LAP6-201	protein_coding	1	359117	360746
gene:AT1G02060	AT1G02060-201	protein_coding	1	360918	363142
gene:AT1G02065	SPL8-201	protein_coding	1	365165	367353
gene:AT1G02065	SPL8-202	protein_coding	1	365209	367443
gene:AT1G02067	AT1G02067-201	protein_coding	1	366945	367166
gene:AT1G02070	AT1G02070-201	protein_coding	1	370195	371090
gene:AT1G02080	AT1G02080-201	protein_coding	1	373335	386847
gene:AT1G02080	AT1G02080-202	protein_coding	1	373487	386913
gene:AT1G02080	AT1G02080-203	protein_coding	1	373501	386847
gene:AT1G02090	FUS5-201	protein_coding	1	387277	389808
gene:AT1G02090	FUS5-202	protein_coding	1	387278	389808
gene:AT1G02090	FUS5-203	protein_coding	1	387281	389808
gene:AT1G02100	SBI1-201	protein_coding	1	389812	392816
gene:AT1G02100	SBI1-202	protein_coding	1	389821	392796
gene:AT1G02100	SBI1-203	protein_coding	1	389823	392811
gene:AT1G02110	AT1G02110-201	protein_coding	1	392831	395528
gene:AT1G02120	VAD1-203	protein_coding	1	395689	400001
gene:AT1G02120	VAD1-202	protein_coding	1	395689	400001
gene:AT1G02120	VAD1-201	protein_coding	1	395689	400001
gene:AT1G02130	RA-5-201	protein_coding	1	399983	401919
gene:AT1G04087	AT1G04087-201	lncRNA	1	402086	402294
gene:AT1G02140	MAGO-201	protein_coding	1	403100	404456
gene:AT1G02145	ALG12-202	protein_coding	1	404600	408619
gene:AT1G02145	ALG12-204	protein_coding	1	404600	408619
gene:AT1G02145	ALG12-201	protein_coding	1	404600	408619
gene:AT1G02145	ALG12-203	protein_coding	1	404600	408619
gene:AT1G02150	AT1G02150-201	protein_coding	1	408622	410680
gene:AT1G02160	AT1G02160-201	protein_coding	1	410744	411632
gene:AT1G02160	AT1G02160-202	protein_coding	1	410748	411599
gene:AT1G02170	MC1-201	protein_coding	1	411664	413554
gene:AT1G02180	AT1G02180-201	protein_coding	1	413522	414649
gene:AT1G02190	AT1G02190-201	protein_coding	1	415074	418027
gene:AT1G02190	AT1G02190-202	protein_coding	1	415079	418010
gene:AT1G02205	CER1-201	protein_coding	1	418416	422579
gene:AT1G02205	CER1-202	protein_coding	1	418726	422573
gene:AT1G02205	CER1-203	protein_coding	1	418748	422258
gene:AT1G02205	CER1-205	protein_coding	1	418767	422437
gene:AT1G02205	CER1-204	protein_coding	1	418767	422437
gene:AT1G04093	AT1G04093-201	lncRNA	1	424666	425164
gene:AT1G02210	AT1G02210-201	protein_coding	1	427548	427811
gene:AT1G02220	NAC003-201	protein_coding	1	428650	430720
gene:AT1G02230	NAC004-201	protein_coding	1	434965	436922
gene:AT1G02250	NAC005-201	protein_coding	1	437860	439559
gene:AT1G02260	AT1G02260-202	protein_coding	1	440200	442972
gene:AT1G02260	AT1G02260-201	protein_coding	1	440200	442972
gene:AT1G02270	AT1G02270-201	protein_coding	1	443118	446296
gene:AT1G02270	AT1G02270-202	protein_coding	1	443149	446276
gene:AT1G02280	TOC33-201	protein_coding	1	448423	450426
gene:AT1G02280	TOC33-202	protein_coding	1	448460	450426
gene:AT1G02290	AT1G02290-201	protein_coding	1	450461	452743
gene:AT1G02300	AT1G02300-201	protein_coding	1	453107	455519
gene:AT1G02305	AT1G02305-201	protein_coding	1	455688	458164
gene:AT1G04097	AT1G04097-201	lncRNA	1	455880	456198
gene:AT1G02310	MAN1-201	protein_coding	1	458133	460696
gene:AT1G02310	MAN1-202	protein_coding	1	458243	460831
gene:AT1G04103	AT1G04103-201	lncRNA	1	459122	459983
gene:AT1G04103	AT1G04103-202	lncRNA	1	460325	461921
gene:AT1G02320	AT1G02320-201	protein_coding	1	461828	461974
gene:AT1G02330	AT1G02330-201	protein_coding	1	461946	463618
gene:AT1G02335	GL22-201	protein_coding	1	463754	464981
gene:AT1G02340	HFR1-201	protein_coding	1	465616	467880
gene:AT1G02340	HFR1-202	protein_coding	1	465665	467873
gene:AT1G02350	AT1G02350-201	protein_coding	1	469818	470693
gene:AT1G02360	AT1G02360-201	protein_coding	1	471883	473160
gene:AT1G02360	AT1G02360-202	protein_coding	1	471959	473269
gene:AT1G02360	AT1G02360-203	protein_coding	1	471971	473336
gene:AT1G02370	AT1G02370-201	protein_coding	1	474373	476612
gene:AT1G02380	AT1G02380-201	protein_coding	1	476945	479112
gene:AT1G02390	GPAT2-201	protein_coding	1	480650	483373
gene:AT1G02400	GA2OX6-201	protein_coding	1	486800	489651
gene:AT1G02400	GA2OX6-202	protein_coding	1	486801	489634
gene:AT1G02405	AT1G02405-201	protein_coding	1	489874	490627
gene:AT1G02410	AT1G02410-201	protein_coding	1	490860	492963
gene:AT1G02410	AT1G02410-202	protein_coding	1	490925	492926
gene:AT1G02410	AT1G02410-203	protein_coding	1	490925	492979
gene:AT1G02420	AT1G02420-201	protein_coding	1	493639	495158
gene:AT1G04117	AT1G04117-201	lncRNA	1	494008	495548
gene:AT1G02430	ARFD1B-201	protein_coding	1	495050	496332
gene:AT1G02430	ARFD1B-202	protein_coding	1	495346	496332
gene:AT1G04123	AT1G04123-201	lncRNA	1	495887	496190
gene:AT1G02440	ARFD1A-201	protein_coding	1	496372	497479
gene:AT1G02440	ARFD1A-202	protein_coding	1	496586	497555
gene:AT1G02450	NIMIN1-201	protein_coding	1	497917	498539
gene:AT1G02460	AT1G02460-201	protein_coding	1	504463	507268
gene:AT1G02470	AT1G02470-201	protein_coding	1	511765	513721
gene:AT1G02470	AT1G02470-202	protein_coding	1	512025	513698
gene:AT1G02475	AT1G02475-201	protein_coding	1	513699	515422
gene:AT1G02480	AT1G02480.1.exon1	tRNA	1	515494	515566
gene:AT1G02490	AT1G02490-201	protein_coding	1	516569	516866
gene:AT1G02500	SAM1-201	protein_coding	1	518091	520495
gene:AT1G02500	SAM1-202	protein_coding	1	518254	520437
gene:AT1G02510	TPK4-201	protein_coding	1	520498	521668
gene:AT1G02520	ABCB11-201	protein_coding	1	523536	529069
gene:AT1G02520	ABCB11-202	protein_coding	1	523703	529031
gene:AT1G02520	ABCB11-203	protein_coding	1	524087	528913
gene:AT1G02530	ABCB12-201	protein_coding	1	529679	534677
gene:AT1G02530	ABCB12-202	protein_coding	1	529679	534677
gene:AT1G02540	AT1G02540-201	protein_coding	1	534827	535699
gene:AT1G02550	AT1G02550-201	protein_coding	1	536483	537211
gene:AT1G02560	CLPP5-201	protein_coding	1	537740	540127
gene:AT1G02570	AT1G02570-201	protein_coding	1	541236	542245
gene:AT1G02575	AT1G02575-201	protein_coding	1	543011	544057
gene:AT1G02580	MEA-201	protein_coding	1	544733	548254
gene:AT1G02580	MEA-202	protein_coding	1	544733	549202
gene:AT1G04127	AT1G04127-201	lncRNA	1	551289	551529
gene:AT1G02590	AT1G02590-201	protein_coding	1	552138	552761
gene:AT1G02600	AT1G02600.1.exon1	tRNA	1	552640	552711
gene:AT1G02610	AT1G02610-201	protein_coding	1	553019	556152
gene:AT1G02610	AT1G02610-202	protein_coding	1	553019	556152
gene:AT1G02610	AT1G02610-203	protein_coding	1	553029	555237
gene:AT1G02620	AT1G02620-201	protein_coding	1	557092	558774
gene:AT1G04133	AT1G04133-201	lncRNA	1	558071	558492
gene:AT1G04137	AT1G04137-201	lncRNA	1	559735	560251
gene:AT1G02630	AT1G02630-201	protein_coding	1	560610	562552
gene:AT1G02630	AT1G02630-202	protein_coding	1	560610	562598
gene:AT1G02640	BXL2-201	protein_coding	1	564018	567771
gene:AT1G02650	AT1G02650-201	protein_coding	1	568558	570554
gene:AT1G02650	AT1G02650-202	protein_coding	1	568558	570554
gene:AT1G02660	AT1G02660-201	protein_coding	1	571826	575085
gene:AT1G02670	AT1G02670-201	protein_coding	1	575922	580299
gene:AT1G02670	AT1G02670-202	protein_coding	1	576267	579373
gene:AT1G02670	AT1G02670-203	protein_coding	1	576267	580502
gene:AT1G02670	AT1G02670-204	protein_coding	1	576267	580502
gene:AT1G02670	AT1G02670-205	protein_coding	1	576425	580481
gene:AT1G02670	AT1G02670-206	protein_coding	1	576425	580481
gene:AT1G02670	AT1G02670-207	protein_coding	1	576478	580532
gene:AT1G02680	TAF13-201	protein_coding	1	580625	582310
gene:AT1G04143	AT1G04143-201	lncRNA	1	583471	583860
gene:AT1G02690	IMPA-6-201	protein_coding	1	584134	587327
gene:AT1G02690	IMPA-6-202	protein_coding	1	584260	587219
gene:AT1G02700	AT1G02700-201	protein_coding	1	588003	589480
gene:AT1G02705	AT1G02705-201	protein_coding	1	589584	590406
gene:AT1G02710	AT1G02710-201	protein_coding	1	589706	589996
gene:AT1G02720	GATL5-201	protein_coding	1	591682	594264
gene:AT1G02720	GATL5-202	protein_coding	1	591826	593887
gene:AT1G02730	CSLD5-201	protein_coding	1	594502	598657
gene:AT1G02740	AT1G02740-201	protein_coding	1	599330	602199
gene:AT1G02750	AT1G02750-201	protein_coding	1	602489	604387
gene:AT1G02750	AT1G02750-202	protein_coding	1	602601	604272
gene:AT1G02760	AT1G02760.1.exon1	tRNA	1	604402	604474
gene:AT1G02770	AT1G02770-201	protein_coding	1	604873	606708
gene:AT1G02780	emb2386-201	protein_coding	1	607799	609534
gene:AT1G02790	PGA4-201	protein_coding	1	610363	612324
gene:AT1G02800	CEL2-201	protein_coding	1	613197	616231
gene:AT1G02810	AT1G02810-201	protein_coding	1	618061	620502
gene:AT1G02813	AT1G02813-201	protein_coding	1	620678	621329
gene:AT1G02816	AT1G02816-201	protein_coding	1	621453	623054
gene:AT1G02820	LEA3-201	protein_coding	1	623656	624567
gene:AT1G02830	AT1G02830-201	protein_coding	1	625084	625608
gene:AT1G02840	SR34-201	protein_coding	1	626639	629993
gene:AT1G02840	SR34-202	protein_coding	1	626683	629864
gene:AT1G02840	SR34-203	protein_coding	1	626685	629285
gene:AT1G02840	SR34-204	protein_coding	1	626741	629819
gene:AT1G02840	SR34-205	protein_coding	1	626780	629819
gene:AT1G02850	BGLU11-202	protein_coding	1	630374	633420
gene:AT1G02850	BGLU11-204	protein_coding	1	630374	633420
gene:AT1G02850	BGLU11-203	protein_coding	1	630374	633420
gene:AT1G02850	BGLU11-201	protein_coding	1	630374	633420
gene:AT1G02850	BGLU11-205	protein_coding	1	630505	633259
gene:AT1G02860	NLA-201	protein_coding	1	635144	636389
gene:AT1G02860	NLA-202	protein_coding	1	635144	637262
gene:AT1G02860	NLA-203	protein_coding	1	635144	637262
gene:AT1G04147	AT1G04147-201	lncRNA	1	636337	636614
gene:AT1G02870	AT1G02870-201	protein_coding	1	637214	638681
gene:AT1G04153	AT1G04153-201	lncRNA	1	637772	638231
gene:AT1G02880	TPK1-201	protein_coding	1	642505	644546
gene:AT1G02880	TPK1-202	protein_coding	1	642752	644521
gene:AT1G02880	TPK1-203	protein_coding	1	642752	644532
gene:AT1G02880	TPK1-204	protein_coding	1	642752	644546
gene:AT1G02880	TPK1-205	protein_coding	1	642752	644625
gene:AT1G02880	TPK1-206	protein_coding	1	642752	644903
gene:AT1G02890	AT1G02890-201	protein_coding	1	645084	652001
gene:AT1G02890	AT1G02890-202	protein_coding	1	645092	651907
