Gene	Name	Type
"FBgn0000543"	 "ecd"	"protein_coding"
"FBgn0000546"	 "EcR"	"protein_coding"
"FBgn0000547"	 "ed"	"protein_coding"
"FBgn0000551"	 "Edg78E"	"protein_coding"
"FBgn0000552"	 "Edg84A"	"protein_coding"
"FBgn0000557"	 "eEF1alpha2"	"protein_coding"
"FBgn0000559"	 "eEF2"	"protein_coding"
"FBgn0000560"	 "eg"	"protein_coding"
"FBgn0000562"	 "egl"	"protein_coding"
"FBgn0000564"	 "Eh"	"protein_coding"
"FBgn0000565"	 "Eip71CD"	"protein_coding"
"FBgn0000566"	 "Eip55E"	"protein_coding"
"FBgn0000567"	 "Eip74EF"	"protein_coding"
"FBgn0000568"	 "Eip75B"	"protein_coding"
"FBgn0000575"	 "emc"	"protein_coding"
"FBgn0000576"	 "ems"	"protein_coding"
"FBgn0000577"	 "en"	"protein_coding"
"FBgn0000578"	 "ena"	"protein_coding"
"FBgn0000579"	 "Eno"	"protein_coding"
"FBgn0000581"	 "E(Pc)"	"protein_coding"
"FBgn0000588"	 "esc"	"protein_coding"
"FBgn0000591"	 "E(spl)m8-HLH"	"protein_coding"
"FBgn0000592"	 "Est-6"	"protein_coding"
"FBgn0000594"	 "Est-P"	"protein_coding"
"FBgn0000606"	 "eve"	"protein_coding"
"FBgn0000611"	 "exd"	"protein_coding"
"FBgn0000615"	 "exu"	"protein_coding"
"FBgn0000617"	 "e(y)1"	"protein_coding"
"FBgn0000618"	 "e(y)2"	"protein_coding"
"FBgn0000625"	 "eyg"	"protein_coding"
"FBgn0000629"	 "E(z)"	"protein_coding"
"FBgn0000633"	 "CG17716"	"protein_coding"
"FBgn0000635"	 "Fas2"	"protein_coding"
"FBgn0000636"	 "Fas3"	"protein_coding"
"FBgn0000639"	 "Fbp1"	"protein_coding"
"FBgn0000640"	 "Fbp2"	"protein_coding"
"FBgn0000644"	 "Fcp3C"	"protein_coding"
"FBgn0000658"	 "fj"	"protein_coding"
"FBgn0000659"	 "fkh"	"protein_coding"
"FBgn0000662"	 "fl(2)d"	"protein_coding"
"FBgn0000667"	 "Actn"	"protein_coding"
"FBgn0000709"	 "fliI"	"protein_coding"
"FBgn0000711"	 "flw"	"protein_coding"
"FBgn0000715"	 "FMRFa"	"protein_coding"
"FBgn0000719"	 "fog"	"protein_coding"
"FBgn0000721"	 "for"	"protein_coding"
"FBgn0000723"	 "FER"	"protein_coding"
"FBgn0000808"	 "gd"	"protein_coding"
"FBgn0000810"	 "fs(1)K10"	"protein_coding"
"FBgn0000826"	 "png"	"protein_coding"
"FBgn0000927"	 "fs(1)Ya"	"protein_coding"
"FBgn0000928"	 "fs(1)Yb"	"protein_coding"
"FBgn0000964"	 "tj"	"protein_coding"
"FBgn0000996"	 "dup"	"protein_coding"
"FBgn0001075"	 "ft"	"protein_coding"
"FBgn0001077"	 "ftz"	"protein_coding"
"FBgn0001078"	 "ftz-f1"	"protein_coding"
"FBgn0001079"	 "fu"	"protein_coding"
"FBgn0001083"	 "fw"	"protein_coding"
"FBgn0001084"	 "fy"	"protein_coding"
"FBgn0001085"	 "fz"	"protein_coding"
"FBgn0001086"	 "fzy"	"protein_coding"
"FBgn0001087"	 "g"	"protein_coding"
"FBgn0001089"	 "Gal"	"protein_coding"
"FBgn0001090"	 "bnb"	"protein_coding"
"FBgn0001091"	 "Gapdh1"	"protein_coding"
"FBgn0001092"	 "Gapdh2"	"protein_coding"
"FBgn0001098"	 "Gdh"	"protein_coding"
"FBgn0001099"	 "gdl"	"protein_coding"
"FBgn0001104"	 "Galphai"	"protein_coding"
"FBgn0001105"	 "Gbeta13F"	"protein_coding"
"FBgn0001108"	 "DCTN1-p150"	"protein_coding"
"FBgn0001112"	 "Gld"	"protein_coding"
"FBgn0001114"	 "Glt"	"protein_coding"
"FBgn0001120"	 "gnu"	"protein_coding"
"FBgn0001122"	 "Galphao"	"protein_coding"
"FBgn0001123"	 "Galphas"	"protein_coding"
"FBgn0001124"	 "Got1"	"protein_coding"
"FBgn0001125"	 "Got2"	"protein_coding"
"FBgn0001128"	 "Gpdh1"	"protein_coding"
"FBgn0001133"	 "grau"	"protein_coding"
"FBgn0001134"	 "Grd"	"protein_coding"
"FBgn0001137"	 "grk"	"protein_coding"
"FBgn0001138"	 "grn"	"protein_coding"
"FBgn0001139"	 "gro"	"protein_coding"
"FBgn0001142"	 "Gs1"	"protein_coding"
"FBgn0001145"	 "Gs2"	"protein_coding"
"FBgn0001147"	 "gsb-n"	"protein_coding"
"FBgn0001148"	 "gsb"	"protein_coding"
"FBgn0001149"	 "GstD1"	"protein_coding"
"FBgn0001150"	 "gt"	"protein_coding"
"FBgn0001168"	 "h"	"protein_coding"
"FBgn0001169"	 "H"	"protein_coding"
"FBgn0001170"	 "H2.0"	"protein_coding"
"FBgn0001174"	 "halo"	"protein_coding"
"FBgn0001179"	 "hay"	"protein_coding"
"FBgn0001180"	 "hb"	"protein_coding"
"FBgn0001185"	 "her"	"protein_coding"
"FBgn0001186"	 "Hex-A"	"protein_coding"
"FBgn0001187"	 "Hex-C"	"protein_coding"
"FBgn0001189"	 "hfw"	"protein_coding"
"FBgn0001197"	 "His2Av"	"protein_coding"
"FBgn0001202"	 "hook"	"protein_coding"
"FBgn0001206"	 "Hmr"	"protein_coding"
"FBgn0001208"	 "Hn"	"protein_coding"
"FBgn0001215"	 "Hrb98DE"	"protein_coding"
"FBgn0001216"	 "Hsc70-1"	"protein_coding"
"FBgn0001217"	 "Hsc70-2"	"protein_coding"
"FBgn0001218"	 "Hsc70-3"	"protein_coding"
"FBgn0001220"	 "Hsc70-5"	"protein_coding"
"FBgn0001222"	 "Hsf"	"protein_coding"
"FBgn0001223"	 "Hsp22"	"protein_coding"
"FBgn0001224"	 "Hsp23"	"protein_coding"
"FBgn0001225"	 "Hsp26"	"protein_coding"
"FBgn0001226"	 "Hsp27"	"protein_coding"
"FBgn0001227"	 "Hsp67Ba"	"protein_coding"
"FBgn0001228"	 "CG4456"	"protein_coding"
"FBgn0001229"	 "Hsp67Bc"	"protein_coding"
"FBgn0001230"	 "Hsp68"	"protein_coding"
"FBgn0001233"	 "Hsp83"	"protein_coding"
"FBgn0001234"	 "lncRNA:Hsromega"	"ncRNA"
"FBgn0001235"	 "hth"	"protein_coding"
"FBgn0001247"	 "Ide"	"protein_coding"
"FBgn0001248"	 "Idh"	"protein_coding"
"FBgn0001250"	 "if"	"protein_coding"
"FBgn0001253"	 "ImpE1"	"protein_coding"
"FBgn0001254"	 "ImpE2"	"protein_coding"
"FBgn0001255"	 "ImpE3"	"protein_coding"
"FBgn0001256"	 "ImpL1"	"protein_coding"
"FBgn0001257"	 "ImpL2"	"protein_coding"
"FBgn0001258"	 "Ldh"	"protein_coding"
"FBgn0001259"	 "in"	"protein_coding"
"FBgn0001263"	 "inaD"	"protein_coding"
"FBgn0001269"	 "inv"	"protein_coding"
"FBgn0001276"	 "ix"	"protein_coding"
"FBgn0001280"	 "janA"	"protein_coding"
"FBgn0001281"	 "janB"	"protein_coding"
"FBgn0001285"	 "Jon44E"	"protein_coding"
"FBgn0001291"	 "Jra"	"protein_coding"
"FBgn0001296"	 "kar"	"protein_coding"
"FBgn0001297"	 "kay"	"protein_coding"
"FBgn0001301"	 "kel"	"protein_coding"
"FBgn0001308"	 "Khc"	"protein_coding"
"FBgn0001311"	 "kkv"	"protein_coding"
"FBgn0001313"	 "kl-2"	"protein_coding"
"FBgn0001316"	 "klar"	"protein_coding"
"FBgn0001319"	 "kn"	"protein_coding"
"FBgn0001320"	 "kni"	"protein_coding"
"FBgn0001321"	 "knk"	"protein_coding"
"FBgn0001323"	 "knrl"	"protein_coding"
"FBgn0001324"	 "kto"	"protein_coding"
"FBgn0001325"	 "Kr"	"protein_coding"
"FBgn0001330"	 "kz"	"protein_coding"
"FBgn0001341"	 "Mybbp1A"	"protein_coding"
"FBgn0001404"	 "egh"	"protein_coding"
"FBgn0001491"	 "l(1)10Bb"	"protein_coding"
"FBgn0001565"	 "Hlc"	"protein_coding"
"FBgn0001612"	 "Grip91"	"protein_coding"
"FBgn0001624"	 "dlg1"	"protein_coding"
"FBgn0001941"	 "ifc"	"protein_coding"
"FBgn0001942"	 "eIF4A"	"protein_coding"
"FBgn0001961"	 "Arpc1"	"protein_coding"
"FBgn0001965"	 "Sos"	"protein_coding"
"FBgn0001967"	 "NimC3"	"protein_coding"
"FBgn0001970"	 "Pgant35A"	"protein_coding"
"FBgn0001977"	 "CIAPIN1"	"protein_coding"
"FBgn0001978"	 "stc"	"protein_coding"
"FBgn0001981"	 "esg"	"protein_coding"
"FBgn0001983"	 "wor"	"protein_coding"
"FBgn0001986"	 "Mtr4"	"protein_coding"
"FBgn0001987"	 "Gli"	"protein_coding"
"FBgn0001989"	 "ND-B17"	"protein_coding"
"FBgn0001990"	 "wek"	"protein_coding"
"FBgn0001991"	 "Ca-alpha1D"	"protein_coding"
"FBgn0001992"	 "Cyp303a1"	"protein_coding"
"FBgn0001994"	 "crp"	"protein_coding"
"FBgn0001995"	 "mRpL4"	"protein_coding"
"FBgn0002021"	 "l(2)37Bb"	"protein_coding"
"FBgn0002022"	 "Catsup"	"protein_coding"
"FBgn0002023"	 "Lim3"	"protein_coding"
"FBgn0002031"	 "l(2)37Cc"	"protein_coding"
"FBgn0002036"	 "CG10561"	"protein_coding"
"FBgn0002044"	 "swm"	"protein_coding"
"FBgn0002069"	 "AspRS"	"protein_coding"
"FBgn0002121"	 "l(2)gl"	"protein_coding"
"FBgn0002174"	 "l(2)tid"	"protein_coding"
"FBgn0002183"	 "dre4"	"protein_coding"
"FBgn0002283"	 "l(3)73Ah"	"protein_coding"
"FBgn0002284"	 "Prosbeta6"	"protein_coding"
"FBgn0002306"	 "sas"	"protein_coding"
"FBgn0002354"	 "l(3)87Df"	"protein_coding"
"FBgn0002413"	 "dco"	"protein_coding"
"FBgn0002431"	 "hyd"	"protein_coding"
"FBgn0002440"	 "l(3)mbn"	"protein_coding"
"FBgn0002441"	 "l(3)mbt"	"protein_coding"
"FBgn0002466"	 "sti"	"protein_coding"
"FBgn0002521"	 "pho"	"protein_coding"
"FBgn0002522"	 "lab"	"protein_coding"
"FBgn0002524"	 "lace"	"protein_coding"
"FBgn0002525"	 "Lam"	"protein_coding"
"FBgn0002526"	 "LanA"	"protein_coding"
"FBgn0002531"	 "Lcp1"	"protein_coding"
"FBgn0002533"	 "Lcp2"	"protein_coding"
"FBgn0002534"	 "Lcp3"	"protein_coding"
"FBgn0002535"	 "Lcp4"	"protein_coding"
"FBgn0002542"	 "lds"	"protein_coding"
"FBgn0002543"	 "robo2"	"protein_coding"
"FBgn0002552"	 "lin"	"protein_coding"
"FBgn0002561"	 "l(1)sc"	"protein_coding"
"FBgn0002562"	 "Lsp1alpha"	"protein_coding"
"FBgn0002563"	 "Lsp1beta"	"protein_coding"
"FBgn0002564"	 "Lsp1gamma"	"protein_coding"
"FBgn0002565"	 "Lsp2"	"protein_coding"
"FBgn0002566"	 "lt"	"protein_coding"
"FBgn0002567"	 "Rab32"	"protein_coding"
"FBgn0002569"	 "Mal-A2"	"protein_coding"
"FBgn0002570"	 "Mal-A1"	"protein_coding"
"FBgn0002571"	 "Mal-A3"	"protein_coding"
"FBgn0002573"	 "sens"	"protein_coding"
"FBgn0002576"	 "lz"	"protein_coding"
"FBgn0002577"	 "m"	"protein_coding"
"FBgn0002578"	 "Kaz-m1"	"protein_coding"
"FBgn0002579"	 "RpL36"	"protein_coding"
"FBgn0002590"	 "RpS5a"	"protein_coding"
"FBgn0002592"	 "E(spl)m2-BFM"	"protein_coding"
"FBgn0002593"	 "RpLP1"	"protein_coding"
"FBgn0002609"	 "E(spl)m3-HLH"	"protein_coding"
"FBgn0002622"	 "RpS3"	"protein_coding"
"FBgn0002626"	 "RpL32"	"protein_coding"
"FBgn0002629"	 "E(spl)m4-BFM"	"protein_coding"
"FBgn0002631"	 "E(spl)m5-HLH"	"protein_coding"
"FBgn0002632"	 "E(spl)m6-BFM"	"protein_coding"
"FBgn0002633"	 "E(spl)m7-HLH"	"protein_coding"
"FBgn0002638"	 "Rcc1"	"protein_coding"
"FBgn0002641"	 "mal"	"protein_coding"
"FBgn0002643"	 "mam"	"protein_coding"
"FBgn0002645"	 "Map205"	"protein_coding"
"FBgn0002673"	 "twe"	"protein_coding"
"FBgn0002707"	 "mei-9"	"protein_coding"
"FBgn0002709"	 "mei-218"	"protein_coding"
"FBgn0002715"	 "mei-S332"	"protein_coding"
"FBgn0002716"	 "mei-W68"	"protein_coding"
"FBgn0002719"	 "Men"	"protein_coding"
"FBgn0002723"	 "Met"	"protein_coding"
"FBgn0002732"	 "E(spl)malpha-BFM"	"protein_coding"
"FBgn0002733"	 "E(spl)mbeta-HLH"	"protein_coding"
"FBgn0002734"	 "E(spl)mdelta-HLH"	"protein_coding"
"FBgn0002735"	 "E(spl)mgamma-HLH"	"protein_coding"
"FBgn0002736"	 "mago"	"protein_coding"
"FBgn0002772"	 "Mlc1"	"protein_coding"
"FBgn0002773"	 "Mlc2"	"protein_coding"
"FBgn0002774"	 "mle"	"protein_coding"
"FBgn0002775"	 "msl-3"	"protein_coding"
"FBgn0002778"	 "mnd"	"protein_coding"
"FBgn0002780"	 "mod"	"protein_coding"
"FBgn0002781"	 "mod(mdg4)"	"protein_coding"
"FBgn0002783"	 "mor"	"protein_coding"
"FBgn0002787"	 "Rpn8"	"protein_coding"
"FBgn0002789"	 "Mp20"	"protein_coding"
"FBgn0002791"	 "mr"	"protein_coding"
"FBgn0002838"	 "ms(3)K81"	"protein_coding"
"FBgn0002842"	 "sa"	"protein_coding"
"FBgn0002855"	 "Acp26Aa"	"protein_coding"
"FBgn0002856"	 "Acp26Ab"	"protein_coding"
"FBgn0002862"	 "Mst87F"	"protein_coding"
"FBgn0002863"	 "Acp95EF"	"protein_coding"
"FBgn0002865"	 "Mst98Ca"	"protein_coding"
"FBgn0002868"	 "MtnA"	"protein_coding"
"FBgn0002869"	 "MtnB"	"protein_coding"
"FBgn0002872"	 "mu2"	"protein_coding"
"FBgn0002873"	 "mud"	"protein_coding"
"FBgn0002878"	 "mus101"	"protein_coding"
"FBgn0002887"	 "mus201"	"protein_coding"
"FBgn0002891"	 "mus205"	"protein_coding"
"FBgn0002899"	 "mus301"	"protein_coding"
"FBgn0002901"	 "mus304"	"protein_coding"
"FBgn0002905"	 "mus308"	"protein_coding"
"FBgn0002906"	 "Blm"	"protein_coding"
"FBgn0002909"	 "mus312"	"protein_coding"
"FBgn0002914"	 "Myb"	"protein_coding"
"FBgn0002917"	 "na"	"protein_coding"
"FBgn0002921"	 "Atpalpha"	"protein_coding"
"FBgn0002922"	 "nau"	"protein_coding"
"FBgn0002924"	 "ncd"	"protein_coding"
"FBgn0002926"	 "ndl"	"protein_coding"
"FBgn0002930"	 "nec"	"protein_coding"
"FBgn0002931"	 "net"	"protein_coding"
"FBgn0002932"	 "neur"	"protein_coding"
"FBgn0002933"	 "ng1"	"protein_coding"
"FBgn0002936"	 "ninaA"	"protein_coding"
"FBgn0002937"	 "ninaB"	"protein_coding"
"FBgn0002938"	 "ninaC"	"protein_coding"
"FBgn0002939"	 "ninaD"	"protein_coding"
"FBgn0002940"	 "ninaE"	"protein_coding"
"FBgn0002941"	 "slou"	"protein_coding"
"FBgn0002945"	 "nkd"	"protein_coding"
"FBgn0002948"	 "nod"	"protein_coding"
"FBgn0002962"	 "nos"	"protein_coding"
"FBgn0002973"	 "numb"	"protein_coding"
"FBgn0002985"	 "odd"	"protein_coding"
"FBgn0002989"	 "okr"	"protein_coding"
"FBgn0003002"	 "opa"	"protein_coding"
"FBgn0003008"	 "or"	"protein_coding"
"FBgn0003009"	 "ord"	"protein_coding"
"FBgn0003011"	 "ort"	"protein_coding"
"FBgn0003015"	 "osk"	"protein_coding"
"FBgn0003016"	 "osp"	"protein_coding"
"FBgn0003023"	 "otu"	"protein_coding"
"FBgn0003028"	 "ovo"	"protein_coding"
"FBgn0003034"	 "SP"	"protein_coding"
"FBgn0003041"	 "pbl"	"protein_coding"
"FBgn0003042"	 "Pc"	"protein_coding"
"FBgn0003044"	 "Pcl"	"protein_coding"
"FBgn0003046"	 "Pcp"	"protein_coding"
"FBgn0003048"	 "pcx"	"protein_coding"
"FBgn0003053"	 "peb"	"protein_coding"
"FBgn0003057"	 "CG10598"	"protein_coding"
"FBgn0003060"	 "CG9757"	"protein_coding"
"FBgn0003062"	 "Fib"	"protein_coding"
"FBgn0003065"	 "CG2150"	"protein_coding"
"FBgn0003067"	 "Pepck1"	"protein_coding"
"FBgn0003068"	 "per"	"protein_coding"
"FBgn0003071"	 "Pfk"	"protein_coding"
"FBgn0003074"	 "Pgi"	"protein_coding"
"FBgn0003076"	 "Pgm"	"protein_coding"
"FBgn0003079"	 "Raf"	"protein_coding"
"FBgn0003082"	 "phr"	"protein_coding"
"FBgn0003086"	 "Pig1"	"protein_coding"
"FBgn0003087"	 "pim"	"protein_coding"
"FBgn0003089"	 "pip"	"protein_coding"
"FBgn0003090"	 "pk"	"protein_coding"
"FBgn0003091"	 "Pkc53E"	"protein_coding"
"FBgn0003093"	 "Pkc98E"	"protein_coding"
"FBgn0003114"	 "plu"	"protein_coding"
"FBgn0003116"	 "pn"	"protein_coding"
"FBgn0003117"	 "pnr"	"protein_coding"
"FBgn0003118"	 "pnt"	"protein_coding"
"FBgn0003124"	 "polo"	"protein_coding"
"FBgn0003129"	 "Poxm"	"protein_coding"
"FBgn0003130"	 "Poxn"	"protein_coding"
"FBgn0003132"	 "Pp1-13C"	"protein_coding"
"FBgn0003134"	 "Pp1alpha-96A"	"protein_coding"
"FBgn0003137"	 "Ppn"	"protein_coding"
"FBgn0003139"	 "PpV"	"protein_coding"
"FBgn0003140"	 "PpY-55A"	"protein_coding"
"FBgn0003141"	 "pr"	"protein_coding"
"FBgn0003145"	 "prd"	"protein_coding"
"FBgn0003149"	 "Prm"	"protein_coding"
"FBgn0003159"	 "CG2841"	"protein_coding"
"FBgn0003162"	 "Pu"	"protein_coding"
"FBgn0003165"	 "pum"	"protein_coding"
"FBgn0003169"	 "put"	"protein_coding"
"FBgn0003174"	 "pwn"	"protein_coding"
"FBgn0003175"	 "px"	"protein_coding"
"FBgn0003187"	 "qua"	"protein_coding"
"FBgn0003189"	 "r"	"protein_coding"
"FBgn0003204"	 "ras"	"protein_coding"
"FBgn0003205"	 "Ras85D"	"protein_coding"
"FBgn0003206"	 "Ras64B"	"protein_coding"
"FBgn0003209"	 "raw"	"protein_coding"
"FBgn0003210"	 "rb"	"protein_coding"
"FBgn0003218"	 "rdgB"	"protein_coding"
"FBgn0003227"	 "rec"	"protein_coding"
"FBgn0003231"	 "ref(2)P"	"protein_coding"
"FBgn0003248"	 "Rh2"	"protein_coding"
"FBgn0003249"	 "Rh3"	"protein_coding"
"FBgn0003250"	 "Rh4"	"protein_coding"
"FBgn0003254"	 "rib"	"protein_coding"
"FBgn0003255"	 "rk"	"protein_coding"
"FBgn0003256"	 "rl"	"protein_coding"
"FBgn0003257"	 "r-l"	"protein_coding"
"FBgn0003261"	 "Rm62"	"protein_coding"
"FBgn0003267"	 "ro"	"protein_coding"
"FBgn0003268"	 "rod"	"protein_coding"
"FBgn0003270"	 "amos"	"protein_coding"
